 	sto	ancora	cucinando	</S>
s	0.981569615	0.0179579935	0.00045405534	1.82823643e-05
t	0.969362281667	0.0299190291667	0.000697363833333	2.13125727667e-05
e	0.758885460556	0.224050764389	0.0117987802111	0.00526497667159
a	0.382420063519	0.585161964796	0.022171538737	0.0102463958905
n	0.17628620284	0.802072944932	0.0149572547123	0.00668360212683
k	0.30908493928	0.682566054977	0.00606712713743	0.00228186453228
ò	0.335288663093	0.379395138326	0.0247303381458	0.260585829504
r	0.151546797698	0.462660659442	0.0370346360486	0.348757903501
a	0.073387298516	0.501816276481	0.266682367016	0.158114058167
m	0.0532106754553	0.502960595494	0.351319043672	0.0925097049057
a	0.0463114276218	0.465234893498	0.435122532557	0.0533311504852
r	0.0548626650106	0.435155802833	0.469391989519	0.0405895379284
è	0.0594712016702	0.478626557611	0.420544078506	0.0413581737428
o	0.0216419079934	0.220968616304	0.703777926169	0.0536115792476
n	0.168687320101	0.217096502535	0.580673128723	0.0335430884159
t	0.294615980034	0.382166654178	0.308239919574	0.014977466672
a	0.175214975021	0.295162611926	0.390444749858	0.139177645424
</S>	0.0877172500255	0.148986816763	0.493143274929	0.270152612712
