 	il	dito	si	gonfiò	</S>
o	0.921348245	0.0742203048	0.00165579912	0.0006486680865	0.00212694709744
d	0.636600648333	0.342709958267	0.00466276417333	0.0138814048622	0.00214517398581
à	0.276750004778	0.697912392756	0.00510152229111	0.0180328497741	0.00220319081527
t	0.133457990259	0.854706784252	0.0029066198637	0.0063450911447	0.00258354307176
t	0.0897326100863	0.890445241417	0.0075392654879	0.0109974011149	0.00128549271392
i	0.0551603016954	0.834309580472	0.057630804496	0.0489060720383	0.00399321466131
l	0.0571204522318	0.639351953491	0.133177301499	0.165440820679	0.00490948158377
o	0.0566313020773	0.400610994497	0.3198526105	0.209898290226	0.0130068328913
è	0.0669706320258	0.383271821499	0.376457280167	0.120091276409	0.0532090259638
p	0.0827236433419	0.3502787305	0.408303913389	0.10084225847	0.0578514858213
r	0.048331943114	0.177935676833	0.503785627796	0.248018586157	0.0219281851738
i	0.0218196265183	0.081392843731	0.326507323932	0.553402248719	0.0168779594579
m	0.0097261504531	0.036030493697	0.144604110977	0.794530029573	0.0151092042993
m	0.00960651795103	0.0282742175657	0.167413598659	0.789624523191	0.00508110487643
è	0.00713154996368	0.0199175728552	0.16006677222	0.800317041064	0.0125670272555
n	0.00374566780123	0.188908475952	0.0785015184067	0.692264470355	0.0365798507518
o	0.00261396619708	0.242304460371	0.0463973001356	0.624154946785	0.0845293402506
</S>	0.00132016424354	0.121310612766	0.0251480185678	0.733787323393	0.118433930125
