 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.976745975	0.0102671405	0.001185273185	0.001661506712	0.001371392815	0.00876876152512
c	0.779191385	0.207387031167	0.00159352826167	0.00167258087933	0.001340390786	0.00881512215837
h	0.629532788333	0.328335337056	0.0223734344206	0.0107943522684	0.005870664243	0.00309345664612
e	0.478577079444	0.462219259019	0.0354649148069	0.0141647574561	0.00763149452767	0.00194251975871
p	0.234239093148	0.605534353006	0.107029131602	0.0082001810187	0.0435279182892	0.0014693255039
o	0.130734916383	0.656869984335	0.143029433867	0.0076207120729	0.0570284859297	0.00471642548563
l	0.0690214641277	0.710184261445	0.168551921289	0.00577431415763	0.0406709574766	0.00579703816854
e	0.0406094383759	0.617484920482	0.269295817096	0.0192821816192	0.0434963621589	0.00983126606285
m	0.0215479004586	0.589136450161	0.320728925699	0.0234684932064	0.0339417093863	0.0111765063843
ì	0.0147786543195	0.66157582672	0.2847813219	0.0115742102688	0.0214451777954	0.00584478949143
s	0.00790081817317	0.59011464224	0.373512683967	0.0124759606229	0.00963342569847	0.00636248339714
o	0.00445921640439	0.298958262313	0.505820631322	0.150038518541	0.0256369169995	0.015086480699
n	0.00478283124813	0.105524071338	0.625371430441	0.201805119514	0.0468063869998	0.0157101447563
t	0.010932042416	0.0553702687793	0.78748566348	0.084323747838	0.0566121249999	0.00527610027043
a	0.00973851195333	0.0342270062164	0.618192634493	0.240735117279	0.0925541383333	0.00455252791848
ò	0.00335311675911	0.0227607920288	0.402082391498	0.44997943576	0.0849970394444	0.0368271796395
l	0.00139765916304	0.0210049883429	0.420256837166	0.468187795253	0.0436199964815	0.0455327018798
i	0.000650561474013	0.00912615371497	0.303270334055	0.574071415084	0.0938603321605	0.0190211952933
t	0.003263404961	0.00391646627232	0.108580009685	0.566856888361	0.30786552072	0.00951768804443
i	0.00413159869427	0.00217710380981	0.0434996111517	0.353783599454	0.592335273573	0.00407273929481
n	0.00307821193869	0.00133813548897	0.0166106256406	0.197835893151	0.778839057858	0.0022980263816
a	0.00272710768066	0.00105845654866	0.00762583933353	0.10369646505	0.882352172619	0.0025399420772
d	0.00433497492799	0.00242904576855	0.00786636989784	0.0480000590167	0.934468444206	0.00290106772573
d	0.00883796664266	0.00710162505618	0.0168717022993	0.0272546486722	0.938130394735	0.00180362824191
o	0.00691659421222	0.00658497018496	0.0145934228931	0.0217270125574	0.936296391578	0.013881587714
m	0.00231415483041	0.00228056332789	0.00604452929103	0.0172409188525	0.954434890526	0.0176849336947
à	0.00078823138847	0.00091610625263	0.00471531729701	0.0374369356175	0.890185423509	0.0659580090216
d	0.000657776512823	0.0101811254609	0.009770326099	0.0518743878725	0.68361342117	0.243902969674
a	0.000714486130941	0.0132687456036	0.0102012412997	0.0327829612908	0.540469807057	0.402562733225
</S>	0.00052354795547	0.0067409899768	0.00554833754985	0.0214708776454	0.525667303528	0.440048931613
