 	dovevo	comprare	il	pane	</S>
ì	0.00233373095	0.00341747455	0.8648249	0.123020608	0.0064033388
c	0.00166079074	0.00314800063667	0.851064466667	0.131588121333	0.0125386249333
h	0.00447173147	0.0245965137656	0.723689022222	0.221499340444	0.0257433596444
a	0.00570673355667	0.0336335907552	0.736547540741	0.192217473481	0.0318946148815
n	0.0689595532522	0.0322502624184	0.621601156914	0.222781617827	0.0544073699605
a	0.0935643960841	0.0331327044728	0.557764085638	0.245068012609	0.0704707789868
a	0.038586065028	0.0150943497243	0.761548331879	0.142488167536	0.0422830674289
f	0.0280202963427	0.0140887164748	0.766319657293	0.174968495845	0.0166028321263
o	0.0220923637809	0.0197021018249	0.693574852431	0.237344081948	0.0272865965921
r	0.00898130489363	0.0139362238083	0.48069865981	0.465663327316	0.0307204841607
à	0.0170404935979	0.00766759280277	0.447779878937	0.490897935772	0.0366141250169
s	0.0232401181993	0.00661122526759	0.627753742979	0.266887871924	0.075507058339
o	0.106828963066	0.207306309089	0.442620084326	0.176015538641	0.0672291054463
t	0.132620788522	0.28345452203	0.179773211442	0.37661721088	0.0275342677854
o	0.078727143674	0.34172637301	0.075915587814	0.492152493627	0.0114784305651
t	0.0664612208913	0.370937066003	0.0389075782713	0.517497727876	0.00619643919503
s	0.0309498769304	0.144745341701	0.0241405707571	0.797781132625	0.00238306335834
o	0.0563236359435	0.056633493267	0.0135925895857	0.812271700875	0.0611785770728
m	0.0639307574812	0.0273206889223	0.0090071326619	0.819022790292	0.0807186660576
ì	0.0217740592871	0.0096674720241	0.00598143515397	0.665232956764	0.297344105719
</S>	0.0111104015835	0.00503559483705	0.00459319927699	0.425147168382	0.554113652859
