 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.77278385	0.176463815	0.03659273575	0.00197928418	0.00314200121	0.003439232028	0.00147016006	0.00225424626	0.000798129915	0.000133529559	0.000184734712	4.87990468e-05	0.00070948933373
s	0.77398345	0.135999581667	0.0724753445833	0.00325417409333	0.00306050232	0.00468505124267	0.00147495011167	0.00229161644	0.000803460281667	0.000304895143	0.000336488270667	0.000617776242267	0.000712726944577
t	0.83310755	0.0795822595557	0.0768441941944	0.00289044499778	0.00113622881667	0.00302088221422	0.000537710203223	0.00094053786	0.000303218508889	0.000305839994333	0.000311767658556	0.000777427572822	0.000241952044859
è	0.770060966667	0.100715088852	0.110053836065	0.00187038543259	0.00231040529889	0.00135719361474	0.000743535442074	0.000856877613333	0.00069371217463	0.00112075197811	0.000925395454519	0.00139906481634	0.00789277734495
o	0.489021542222	0.350136276284	0.134151425355	0.00309964577753	0.00409560609963	0.00095181698158	0.00124852908069	0.00144762523778	0.000971650251543	0.00144182887604	0.00121334717484	0.00162282513878	0.0105978917816
s	0.227557394074	0.431166925428	0.322520331785	0.00521528715918	0.00289678186654	0.00168661692719	0.000898406208897	0.00126206932259	0.000506648613848	0.00068463122868	0.000654505764947	0.00125470931293	0.0036957033702
t	0.135049621358	0.265420015143	0.553242930595	0.0158013939531	0.00120030401218	0.0112028614424	0.000360146451632	0.000974181184197	0.000214586246283	0.00298837746289	0.00484988910498	0.00745373910431	0.00124196851073
o	0.093432432986	0.278882028381	0.550260043532	0.0378699223177	0.00233087789406	0.0151926257141	0.000842251250544	0.00164491949473	0.000304169887094	0.00368584018096	0.00622537936166	0.0088691000681	0.00046042586791
t	0.033264424962	0.23476726446	0.675930581177	0.0356195284392	0.00260623452802	0.00760455083803	0.000985340738515	0.00145813081824	0.000320192752031	0.00139332439365	0.00233167422722	0.00351953388937	0.00019919975807
e	0.0125374138207	0.116426806487	0.801551960392	0.0534536561464	0.00469157940601	0.00481399287934	0.00120971890117	0.00141924419275	0.000435562240344	0.000603436345883	0.00101304055574	0.00171157957879	0.000131992771457
l	0.0055279526069	0.071160859029	0.833983503464	0.0713463653821	0.00548958802867	0.00642703085978	0.00132472909706	0.00155451294425	0.000507303730115	0.000575475989961	0.00070465181858	0.0012735190086	0.000124510330486
è	0.0035515551023	0.0329190898763	0.903906217821	0.044828240794	0.00433948956956	0.00543895508659	0.000653325395687	0.00087249793475	0.000387704440038	0.000645055329987	0.00066217838286	0.0013236957362	0.000472005146829
f	0.0027775486341	0.0234665166254	0.932916172607	0.0274675869313	0.00663524818985	0.0021550303722	0.000625101665229	0.000685908051583	0.000516060906679	0.000650682193329	0.00049820009762	0.000787182798733	0.00081876019561
o	0.00192520536137	0.0132718438751	0.637160227869	0.282067239977	0.0438139633966	0.00888938933407	0.00489919075508	0.00340872688386	0.00166314788223	0.000815691967776	0.000679254459207	0.000567459619578	0.00083865912187
n	0.00191527417046	0.00556082362503	0.248094767623	0.628193246659	0.0581084951322	0.0376550654447	0.00623662299836	0.00475471009462	0.00192786268741	0.00158522264259	0.00143655005307	0.00391394287319	0.000617420272957
o	0.00189771743915	0.00261603943168	0.110309198908	0.688884235553	0.0992524357107	0.0777090784816	0.00552791157945	0.00404440926487	0.00138432678914	0.00169277818086	0.00145117361769	0.00494061211773	0.000290071729986
e	0.000638465211717	0.00099576465056	0.0382459497693	0.618462831851	0.225335025237	0.0914194028272	0.0109291276931	0.00720676218829	0.00298105506305	0.00092576689362	0.000863286882563	0.00176445844591	0.000232089516662
a	0.000219534518739	0.000446240290187	0.0134240273564	0.47349086395	0.371579241746	0.0985974942757	0.0199314858977	0.0134725883961	0.00615846615435	0.000959193831207	0.000837814950854	0.000648183896637	0.000234851095554
d	0.00521483040475	0.000891085886729	0.0162345581188	0.27860028665	0.315812066249	0.315308868092	0.0193455434659	0.0164504454654	0.00648956331812	0.00722380114374	0.00449871063028	0.0135171446335	0.000413104631851
r	0.0123134894682	0.00238932216224	0.0333256427063	0.150044250883	0.12789681075	0.574642389364	0.0123053286553	0.0206295238218	0.00440860623937	0.0215825150479	0.0139238932101	0.0260836908778	0.000454551870617
e	0.0095423827854	0.00220679426075	0.0274674477048	0.0821273732943	0.10811747325	0.653060396455	0.0322540172184	0.0264513409406	0.00590536961312	0.021296142216	0.01367705517	0.0174211819259	0.000473029333539
f	0.00502139562447	0.00111731516025	0.0111927225043	0.0477255074314	0.100280703417	0.738495052152	0.0370973212395	0.0228561829802	0.00598104367104	0.0143621109387	0.00618410425667	0.00922337560863	0.00046317327118
f	0.0126598602748	0.00356157378675	0.0144799903014	0.0724411524771	0.050156078139	0.761515357384	0.0175505175798	0.0205094356601	0.00334531449035	0.0204348723129	0.00706444335222	0.0160397088695	0.00024170815706
ì	0.0133984110003	0.00531176459558	0.0192489964338	0.0888286508257	0.171248434046	0.541108105795	0.0253887415266	0.0274514288867	0.0135488149634	0.0477163564376	0.0152537319507	0.0244753696232	0.00702120354235
m	0.0067755591421	0.00502642736519	0.0176919334779	0.0952069969419	0.287556141349	0.397969408598	0.0373658455089	0.0344329149622	0.0187412716545	0.0554580324792	0.0152339486502	0.0189139323744	0.00962759584745
m	0.0066957772807	0.00710118262173	0.0136734276926	0.133115735647	0.182796204783	0.510751842866	0.0257291868696	0.0271731946541	0.00882216620817	0.0372375461597	0.00777648155007	0.0354969279581	0.00363032195415
u	0.0043932492429	0.00585896937891	0.00678371139553	0.104757941082	0.075542289261	0.510385114289	0.0877202446565	0.0695197178847	0.0198812677261	0.0628634870532	0.00976848051669	0.040989493786	0.00153601875638
e	0.0014660430752	0.00196657723764	0.00228724068108	0.0357017008673	0.0418292484203	0.347727524763	0.242137258219	0.155462345962	0.0693539425754	0.0732801056844	0.0122745285056	0.0155278813953	0.00098557457546
t	0.00103235296997	0.000769976812213	0.00104368144493	0.0128199181291	0.0202633707401	0.247242818254	0.22339866574	0.178330755321	0.0739003658585	0.167380571895	0.0478714178352	0.0254138607984	0.000532200003487
i	0.00088809942449	0.000371601152738	0.000628607911877	0.0053442095897	0.0114848018467	0.242538919418	0.151101098247	0.212726071774	0.0677585236195	0.204202182965	0.0729188626117	0.0297477299328	0.000289261956162
n	0.00165976380933	0.000425702639579	0.000963731767526	0.00262270364323	0.00768562581557	0.182043530806	0.122787993749	0.208384020591	0.0645860140398	0.218765033322	0.124645407537	0.0651992729776	0.000231184662054
è	0.00191767777758	0.000468274975193	0.00114425497251	0.00334825141441	0.0354834131385	0.086629624602	0.0717264802497	0.141681240197	0.0654867408466	0.306071754441	0.187030489179	0.0901086153259	0.00890317453068
c	0.000861633520327	0.000379882887064	0.000553363797503	0.00529544913814	0.0502633093795	0.140340088201	0.0723916080832	0.185615290066	0.0835828436155	0.270115924814	0.13267667106	0.0461277621086	0.0117961934169
h	0.00349731659344	0.00269903782902	0.00194217835583	0.0424490366127	0.0232912998932	0.247108762734	0.0465271436611	0.178374447689	0.0498116857385	0.274708398271	0.07768014502	0.0479188833695	0.0039916903413
i	0.00415527457828	0.00328096232567	0.00231162675461	0.0526104488442	0.0111658140644	0.185708455245	0.0351326688537	0.102396173563	0.0460689547795	0.355352732757	0.125281965007	0.0713798011232	0.00515511140943
e	0.00138624007023	0.00110425331489	0.000782820876537	0.0176575374347	0.00815407402147	0.0679953302483	0.0763339796179	0.105048721188	0.11010339326	0.310868434252	0.220481098336	0.0650741237077	0.0150099684698
s	0.000906911687077	0.00054373102863	0.000610770781179	0.00613555770823	0.00454008045049	0.0258750784828	0.0715998958393	0.0832321227293	0.10331658722	0.196035631417	0.304673186112	0.187992071236	0.0145383682799
t	0.000951782509026	0.00068070277621	0.00135336742706	0.00263420085274	0.00177674901016	0.0104223601276	0.0247625178464	0.0368118945764	0.03599683124	0.157768710472	0.396987075371	0.324949123745	0.00490468304897
è	0.000523948184909	0.000565288095403	0.00127264947235	0.00237570428425	0.0306461327534	0.0144062331092	0.0368060658821	0.0356548395255	0.0348812331133	0.155933956824	0.389266725124	0.275942364582	0.0217248645153
c	0.00061978679687	0.000653526501801	0.000664367674117	0.00376395572808	0.0422047567845	0.0333628223697	0.0507813259607	0.107224769842	0.0526500727044	0.226331132275	0.270884355041	0.183219408194	0.0276397506051
e	0.000651457926023	0.000682536337934	0.000459457234039	0.00318974903603	0.0187302216615	0.0314472114566	0.0380882226536	0.121077621281	0.0523648359015	0.236257960758	0.239600845014	0.222818019398	0.034631850635
p	0.000570057402408	0.00113919194998	0.00171841043401	0.00171037063868	0.0089255312205	0.0126599226189	0.0237982566045	0.0520595440937	0.0338385193005	0.139361170253	0.271000488338	0.416559526466	0.0366589695607
l	0.00116359796747	0.00233673824999	0.003930984678	0.00187977291289	0.00325852780683	0.00562688047297	0.00836719568817	0.0201069184979	0.0120619871002	0.0884439700843	0.370195336113	0.470390102155	0.0122379813446
ò	0.00101374900782	0.001851272302	0.00315609143933	0.00251222197096	0.0248969122023	0.0167884136243	0.0513959996627	0.0377201642993	0.0315629303667	0.100873616695	0.371251458704	0.335546617385	0.0214305442569
n	0.00115266772127	0.002561010786	0.00220151245978	0.00289192582365	0.0324403887674	0.0220567663414	0.0666713742876	0.0453297014331	0.0396704145889	0.095351663565	0.206562106235	0.450724285795	0.0323861997523
n	0.0145810531738	0.023036031462	0.0216406422533	0.00952302110788	0.0127602189558	0.0214385839138	0.0243439142292	0.020837244811	0.016812132663	0.0681794825217	0.123352506745	0.624152595265	0.0193426115841
i	0.0183595711913	0.0281301180773	0.0274560816178	0.0112672766693	0.00841470798527	0.0237673236379	0.0245094431431	0.0181709416037	0.0249507055543	0.0466832611739	0.118527726915	0.473570628422	0.176192242195
</S>	0.00934920779565	0.0143568154236	0.0143992721089	0.00630194928465	0.00828456749264	0.019400200319	0.0354221215716	0.0220005493018	0.0392014827771	0.029003371087	0.124198923457	0.336344094211	0.341737471097
