 	è	che	sono	usciti	</S>
è	0.28637925	0.42125711	0.0684791535	0.17097192	0.05291260855
n	0.186019979667	0.370083926667	0.1009980345	0.288224593333	0.0546734880167
a	0.071784074889	0.515050905556	0.100766859167	0.291962932111	0.0204352369256
g	0.049047206963	0.748096908519	0.0816013340557	0.114351786037	0.00690278085303
u	0.0438395539877	0.71511007284	0.181382014685	0.0558933810123	0.00377497820884
ì	0.0373898279959	0.465780135613	0.279351961562	0.195376971671	0.0221010985363
k	0.032032234332	0.239545456538	0.317621580521	0.383791407224	0.0270093244921
a	0.018259155444	0.378900702179	0.290453550174	0.300113604741	0.0122729844774
n	0.045771179148	0.49035458406	0.319241940058	0.137468799247	0.00716352737913
e	0.0553391013827	0.431522951353	0.292573430019	0.0814711660823	0.139093383013
</S>	0.0349261331913	0.447122685677	0.18043931001	0.0630197145411	0.274492151506
