 	l	ho	sentito	che	viene	</S>
o	0.9870523	0.00257053833	0.00163742665	0.00297458285	0.00454121213098	0.00122384686959
n	0.941188766667	0.0205622714433	0.00283137575	0.02959404595	0.00456300040033	0.0012605210212
ì	0.644983835556	0.146413540481	0.0391243913167	0.04643289165	0.0302969444901	0.0927484184051
k	0.551106458519	0.205646246827	0.0506119382389	0.02642968405	0.0391992353967	0.127006458135
u	0.482190224506	0.321278548942	0.085983697213	0.0428834185167	0.0178944406989	0.0497697023783
s	0.180190158835	0.380826749647	0.116752914738	0.291527839506	0.0104711287963	0.0202312348521
a	0.0751744806117	0.187200485216	0.0907445705793	0.615240443169	0.0232178398288	0.0084222286767
n	0.0287656062039	0.0707987104053	0.0731758285264	0.79522863439	0.0275334748096	0.00449777873723
a	0.0115392430146	0.0284928876018	0.0380523721755	0.650758624797	0.26563015647	0.00552672542408
r	0.00966509028487	0.0114769639339	0.0181096598918	0.609481068266	0.345210414123	0.00605682012803
t	0.0199559564283	0.0107349912446	0.0134038824639	0.833855502755	0.118517181674	0.00353249479601
i	0.0179386745261	0.0098681493482	0.0160917951546	0.664789630918	0.264482375558	0.026829382032
</S>	0.00930502983805	0.0063383940741	0.0180820875773	0.451350360459	0.464994537779	0.049929596016
