 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.589787795	0.32437765085	0.08410696135	0.0007138568075	5.0403997e-05	0.000840059831	0.0001184277055	2.45611785e-06	2.38890446e-06
a	0.349345458333	0.49264442695	0.139627787117	0.00119885586917	0.000509464225667	0.001120719857	0.000371278075167	0.00418509131605	0.010996900541
r	0.208475283244	0.639331142317	0.128822012372	0.00117884087306	0.000645285031889	0.000863211899	0.000443559311722	0.00557878046235	0.0146618504011
ì	0.108249431548	0.745337520772	0.121015137457	0.00149324747435	0.000861089667296	0.000953120866333	0.000612428423907	0.00540260284445	0.0160754203544
s	0.0769043263493	0.787357590257	0.107454611152	0.00216455642478	0.0012817595891	0.00113574422211	0.000702180227969	0.00569008814815	0.0173091433181
a	0.0304426607164	0.810019830086	0.138914702384	0.00372441054159	0.00159563349637	0.00100626035737	0.00042505135599	0.00376194714938	0.0101095189727
e	0.0114725136055	0.550663023362	0.418512667461	0.0059991059472	0.00203088816546	0.00073874925579	0.000272737759997	0.00304277291646	0.00726755262423
N	0.0117376868018	0.389397487787	0.58113105582	0.0089461814824	0.00158787344182	0.00242146780526	0.000726284434666	0.00129184925449	0.00276011422474
ì	0.0119783925006	0.434001789262	0.529969185273	0.0101550351608	0.00145884196727	0.00309825328509	0.000967145661555	0.0023603789005	0.00601099362491
c	0.00581914496687	0.593367243087	0.381255548424	0.00628259328693	0.00120219304276	0.00129121752703	0.000459874545185	0.00277957668017	0.0075425964083
h	0.00337374678896	0.744771767696	0.243867436141	0.00261997696231	0.00042466858292	0.00063491969101	0.000224420586395	0.00103733622339	0.0030457237261
o	0.00155680205632	0.523586769232	0.245859978714	0.210486927954	0.00851840060931	0.00529636786367	0.000654978025465	0.00129561662446	0.00274416946537
e	0.00071354525544	0.209277033977	0.167120030571	0.516935409318	0.0882484968698	0.0117098582879	0.000886733375155	0.00194747564149	0.00316142942179
n	0.00715683476181	0.0776866728923	0.104101077857	0.627227736439	0.11883610129	0.058315334096	0.00374132639172	0.0012697089055	0.00166520004393
è	0.00932878046727	0.0389650406308	0.110738732619	0.511126522146	0.183332922763	0.0995300013653	0.00650124179724	0.0156307036602	0.024846045318
c	0.0145964380358	0.0364524608769	0.247818330873	0.366403560715	0.205750211921	0.0702531951218	0.00441953559908	0.0208247291201	0.0334815485727
h	0.0309456680119	0.095623501959	0.427334686958	0.268664314905	0.0857394246403	0.0610289847073	0.00939455053303	0.0080222336067	0.0132466270576
u	0.0250629475803	0.0972844120997	0.315923200443	0.163370922968	0.120137911213	0.242906683236	0.0203467468443	0.00638150320223	0.00858563875253
n	0.00952467426977	0.0360769014799	0.108101569271	0.101902819323	0.132189514238	0.529523927745	0.0716035336148	0.00518469948241	0.00589234022751
f	0.00650922698992	0.0294952758266	0.048240050757	0.0628751181077	0.0536341809127	0.647464609248	0.147997037872	0.00178903918914	0.00199545195784
a	0.00434877282664	0.0237247635435	0.025579039589	0.0459584420359	0.0501183726376	0.585650469749	0.241465765957	0.0164612000097	0.00669312355795
m	0.00159081623888	0.0116191404492	0.00952092379967	0.0284734533453	0.0461376750459	0.549947889916	0.323145521986	0.0213131776626	0.00825132327432
è	0.00066368131096	0.00758160993173	0.00416585395989	0.0200128313151	0.0217978668486	0.423464185305	0.401244407329	0.0862647558802	0.0348047771798
n	0.0118683964683	0.00562011175924	0.00481111907996	0.0115341459717	0.0194697656162	0.265853730435	0.487604482443	0.129998288627	0.0632399647266
a	0.0156235411161	0.00495932558375	0.00502236117199	0.0064745403239	0.0179493702054	0.174509922812	0.398821980814	0.299976866209	0.0766620705755
m	0.0053253327187	0.00627273852525	0.00255779210266	0.00496476077463	0.0101676256018	0.106423416937	0.468110746938	0.33461111846	0.0615664603105
a	0.0018790830269	0.00670838282075	0.00171807501022	0.00444024351154	0.0047768467006	0.0827636866457	0.500419402313	0.34294466921	0.0543496468888
i	0.000708462832967	0.00225788616825	0.00062201677274	0.00162526238718	0.0035447972002	0.0306335995486	0.276233960771	0.600554819737	0.0838192322963
</S>	0.000462995051484	0.00115073195763	0.00037611442637	0.00091743963859	0.0038477831001	0.0172208992743	0.203632260385	0.682630834868	0.0897609611482
