 	non	aveva	da	stare	</S>
e	0.96312267	0.0343503925	0.00121735948	0.00055675895	0.0007528394945
n	0.643849093667	0.3304897465	0.01586518806	0.00903763728333	0.0007583550325
ì	0.223089511889	0.728707702167	0.0277238543533	0.0133889164278	0.00709006534517
c	0.080696013863	0.886435140722	0.0174126103178	0.00619004444593	0.00926627485839
h	0.031009188521	0.954045533574	0.0088812189726	0.00288710888531	0.00317697597813
e	0.013577725407	0.656514517191	0.209117082324	0.118261738395	0.00252889550804
n	0.0137878987023	0.239136965064	0.468213344108	0.276559626132	0.00230210986135
a	0.0126163083008	0.089841419388	0.365130191369	0.527200622044	0.00521142024578
s	0.0064704693336	0.0312078528627	0.179738187123	0.776404377348	0.00617911209493
t	0.0062784321112	0.0154023939876	0.124910789041	0.851336835783	0.00207154509798
a	0.00432013601373	0.00893921901653	0.064407414547	0.909320711928	0.013012519586
s	0.00240243428124	0.00428207629284	0.039169435049	0.937480033976	0.016666005152
ì	0.00259945376041	0.00819216269761	0.0375722823497	0.703774851325	0.247861202007
</S>	0.00266805618021	0.0122995023488	0.0314700841748	0.466194860662	0.487367451003
