 	deve	essere	bianco	</S>
è	0.76558077	0.200043761	0.01017242809	0.0242030298971
n	0.582812883333	0.359767920333	0.0329914803633	0.024427746699
a	0.337258442444	0.613387853444	0.0400027247878	0.00935101246633
è	0.125068256481	0.776390131148	0.0841182362626	0.0144234079888
n	0.0588472731603	0.735563710383	0.190206075421	0.0153829579629
e	0.0311599380201	0.507702881794	0.437962791807	0.023174397621
à	0.0126173394734	0.225206073931	0.723247230602	0.0389293525403
s	0.00732867259113	0.0957067768103	0.869498623534	0.0274658994134
p	0.00898052579704	0.0550342774368	0.925669621178	0.0103155881378
r	0.059894750599	0.212202343812	0.724162617059	0.00374033214593
o	0.0715852332997	0.244891493771	0.369409875686	0.314113430382
</S>	0.0359909112998	0.123234640636	0.214749127843	0.626025345191
