 	deve	che	entra	da	qui	</S>
è	0.837244325	0.106442021	0.024144667	0.003632854877	0.002607240385	0.0259289296274
n	0.587960855	0.295291657	0.076846779	0.007223210159	0.006601230795	0.0260762565425
g	0.314231578333	0.490030685667	0.167231773	0.007788084953	0.0118738639317	0.00884400840317
h	0.173314546111	0.500518038556	0.283571144333	0.0170276378843	0.0226057886439	0.00296281628006
i	0.0898325313703	0.500477302852	0.320592708111	0.0515422059614	0.034766849548	0.00278836401669
s	0.0348762639568	0.390479100951	0.47930981937	0.0647743219871	0.0278400642827	0.00272041443873
e	0.0156352394856	0.20261591365	0.52670222979	0.203756887329	0.0472812781942	0.00400844324608
n	0.0117201918285	0.132828381217	0.484220243263	0.29909694911	0.0676945993981	0.00443961873323
a	0.00876763334283	0.0716604074057	0.399734849088	0.355606559703	0.158313376466	0.00591717722894
m	0.00577449234761	0.0527902328019	0.325975301029	0.397344956568	0.211704258822	0.00641080566065
b	0.0118464506159	0.0638096376006	0.32899113701	0.417331228856	0.175879819607	0.00214178836188
i	0.012288409472	0.0479803765335	0.15495866167	0.436060679619	0.337512793202	0.0111991170113
a	0.00460205425867	0.0203709408978	0.0593711544567	0.26259831854	0.633075917734	0.0199816283371
p	0.00161457096089	0.0072103752326	0.0209736347522	0.110599080847	0.847092222578	0.012510129819
ò	0.00082064794363	0.00313551145753	0.00772522015073	0.046847387949	0.897364004193	0.0441072219797
t	0.000602302264543	0.00174756133251	0.00336717488358	0.027403204983	0.904593881398	0.0622858329932
t	0.00285437945485	0.0043349249575	0.00791747192786	0.0387467123277	0.917036593799	0.0291098749644
ù	0.00359993442495	0.00555486841917	0.00944332294262	0.0645935221092	0.7678129646	0.148995359955
</S>	0.00196574062248	0.00363271960959	0.00565889692131	0.0743815480546	0.6318505323	0.282510529977
