 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.00357103915	0.00190572592	0.643922105	0.309863779	0.030182975	0.0049537533	0.0056006035867
n	0.00470281038333	0.00210059938333	0.511102530333	0.136885595667	0.103488858333	0.143206603767	0.0985130185289
a	0.00525248802778	0.00121232620444	0.273752488778	0.128917231889	0.244382946111	0.216612241256	0.12987025401
a	0.0159836962426	0.000707277218147	0.331898029593	0.271558497296	0.228154618704	0.103910481752	0.04778736347
f	0.0195261696475	0.00252423952272	0.316380199864	0.453230232432	0.133147852901	0.0588473652507	0.0163439351633
o	0.0175519407825	0.00435246350757	0.435171789955	0.400296097477	0.0890113293003	0.0443221126502	0.0092942432611
r	0.0153462428475	0.00307396566919	0.413148089985	0.496856485826	0.0453956047668	0.0192512654501	0.00692829607703
à	0.0208749578692	0.00651345752306	0.313843923328	0.569034955275	0.0463936859223	0.0149616914834	0.0283773051823
s	0.0257175259564	0.00841587460769	0.323476357776	0.527435131758	0.0426696603074	0.0200174364945	0.0522680027274
o	0.0149760829855	0.281071035969	0.158476429925	0.439859445919	0.0360954841025	0.0244451794982	0.0450763432425
t	0.00856301156183	0.407657565323	0.0601353793083	0.41848290064	0.0597888680342	0.0193357138327	0.0260365798475
o	0.00755375308728	0.445705788441	0.0232432564361	0.404604692213	0.0779673560114	0.0236639006109	0.0172612820492
t	0.00805233682909	0.46043983948	0.0100740022787	0.314234539404	0.166080495337	0.0266995617036	0.0144192439497
s	0.0075110444097	0.19322358976	0.00650660965957	0.555763846468	0.213738418446	0.0177261840679	0.00553030731657
o	0.10209875747	0.0681643258533	0.00355877988652	0.466292450823	0.198448959482	0.074749899356	0.0866868131722
m	0.130389207557	0.0260922871844	0.00163144181551	0.325117152274	0.309097223161	0.094301864452	0.113370828561
ì	0.0491437115857	0.0093728210848	0.0012991625585	0.276604931425	0.407774644387	0.124934369484	0.13087035369
p	0.0224130338619	0.00361417971827	0.0026991794195	0.126099414475	0.530902121462	0.159242456495	0.155029604563
à	0.0149166906206	0.00189702647276	0.00273359229317	0.0749202887917	0.439289317154	0.221880235498	0.244362881521
s	0.0153866475402	0.00110059850759	0.00127720158439	0.0304176815639	0.299619219051	0.381433488499	0.270765173174
s	0.0103764787467	0.000432341215197	0.000773716881463	0.0163709057546	0.368907479684	0.495656862833	0.107482221858
i	0.00535522631557	0.000165649596732	0.000301631725988	0.00644448356287	0.251805671561	0.594528604278	0.141398738753
n	0.00528586193852	0.000146760851244	0.00192824155416	0.017520203599	0.13252484552	0.691578404759	0.151015701384
i	0.00691352864617	0.000347275723748	0.00250491917139	0.021271031513	0.09268120834	0.690805621586	0.185476452261
m	0.00451876348206	0.000342468148916	0.000877271677463	0.00746874971767	0.0744490359467	0.715497607195	0.19684611602
è	0.00629020642735	0.000703159740639	0.000311505815488	0.00282174029922	0.0694728793156	0.615490402398	0.304910127273
r	0.00746426324245	0.000953287580213	0.0034238948945	0.00417834359307	0.0335773591052	0.500615087466	0.449787785758
a	0.00527406408082	0.000464483040071	0.00445299109817	0.00461928241202	0.0201393505884	0.418087805822	0.546962038586
</S>	0.00566306089041	0.000253199390036	0.00223529674909	0.00233594802751	0.0102453136242	0.273996387911	0.705270819293
