 	che	vende	buon	pane	</S>
k	0.971729	0.024881341	0.00256567435	0.00082381377	2.0614292e-07
a	0.692059966667	0.297299329667	0.00583074445	0.00277933525667	0.00203065088053
i	0.280545786889	0.680628239889	0.03162369215	0.00430724611889	0.00289507019351
p	0.25797607363	0.58677703663	0.137550270717	0.0165103039063	0.0011863282545
u	0.255372470543	0.472167995543	0.227010770239	0.0406496779688	0.00479905870817
l	0.157395596181	0.378532021514	0.404431373413	0.0536596926563	0.00598130190206
ì	0.114160285394	0.252086250171	0.551625924471	0.0673896842188	0.0147378489667
t	0.044537160798	0.21218276239	0.652431408157	0.0713221057396	0.0195265689222
s	0.0262651159327	0.0873379597967	0.720772969386	0.157004676247	0.0086192852574
o	0.0160269759509	0.0366871421522	0.472341916462	0.463629055416	0.0113148931025
m	0.0179222982903	0.0127708447707	0.396349432154	0.560970811805	0.0119865693647
ì	0.0186189101401	0.00515905759023	0.366582927385	0.591491777268	0.0181472844521
k	0.00798590342337	0.00428538869674	0.280820592462	0.685815892423	0.021092212584
a	0.00427328896112	0.00361082769891	0.228937874154	0.704565154141	0.058612870628
l	0.00447164947371	0.0033215023663	0.097311294718	0.82465244138	0.0702431061027
ò	0.00463415296457	0.00339046975543	0.0722352282393	0.81432753046	0.105412594594
</S>	0.00254703069229	0.00207045282771	0.0659177191196	0.75378629023	0.175678497297
