 	il	ladro	è	entrato	da	qui	</S>
o	0.955516375	0.041003097	0.002460815087	4.34320135e-05	0.0001501966185	0.0002380394435	0.000588108050834
l	0.649647081667	0.324881725667	0.00331992869567	0.00560995585517	0.0016324093395	0.0143101812145	0.000598718540278
à	0.262145820556	0.689657695222	0.0103822992319	0.00986235961839	0.00270057931317	0.0193934643382	0.00585772760343
d	0.133473085185	0.813540161741	0.0139318214106	0.0217066452061	0.00203966530439	0.0074141793794	0.00789439513448
r	0.077709303395	0.83230013058	0.00980094880353	0.0612061240687	0.0028148259348	0.0131678477931	0.00300080401149
o	0.0520467711317	0.558496520193	0.225297881601	0.0930411646896	0.0321786721449	0.0350949932644	0.0038439558705
i	0.0286433528772	0.203313225931	0.584701240534	0.0886807068965	0.0560287440483	0.0342806228881	0.00435203059017
m	0.0109049338257	0.0750442338437	0.486818966945	0.367505920965	0.0420116103494	0.0159608417627	0.00175341345432
b	0.0105279023086	0.0797019872812	0.188956155748	0.647387030322	0.0628378457831	0.0100031540876	0.000585861196373
ì	0.0102210080029	0.0786312059271	0.097473885916	0.471666060107	0.290036001928	0.0494762925292	0.00249549098612
k	0.0051415594343	0.0361546274757	0.0434745612053	0.485163336702	0.360872725976	0.0659087621764	0.00328435716871
e	0.0026923359581	0.0186555536719	0.0179539228351	0.445694364767	0.363361567325	0.147428055392	0.00421416389624
a	0.0010308180237	0.00638067174397	0.0079720257117	0.151020720622	0.353701425775	0.474578685131	0.00531565949875
p	0.0011912161989	0.00805576492132	0.00355381313723	0.052150853574	0.167148993258	0.765070628377	0.00282873198625
ò	0.00126534419963	0.00861660275044	0.00204999057908	0.0191739645247	0.082235708086	0.870019809459	0.0166385646154
t	0.000529717749877	0.00306461487681	0.00142951105969	0.0076520167749	0.040446994362	0.91647738982	0.0303997248718
t	0.000697695699959	0.00727422914227	0.00138627715323	0.00768791672497	0.0541463307873	0.908949283273	0.0198582752239
u	0.000719378726653	0.00863522406742	0.00109010767774	0.00693150574166	0.0500369985291	0.706723217758	0.225863568675
</S>	0.000428101403327	0.00449113106371	0.00061455407887	0.00350455962083	0.0268889266645	0.522957043879	0.441115634338
