 	forse	stanno	ancora	svegli	</S>
f	0.983708975	0.01431338305	0.0009904214135	0.00098354549	3.6903781e-06
ò	0.796778368333	0.0335130440167	0.00807177293783	0.00407970899667	0.157557111868
r	0.466879856111	0.307354398006	0.0102457568793	0.00508953633222	0.210430453923
s	0.32930667537	0.558165519335	0.0256882128598	0.0162125594441	0.0706270453977
i	0.279394715123	0.638564493112	0.0337129489533	0.019955485148	0.0283723612559
s	0.206769948374	0.748435064371	0.0205131493178	0.0100760413827	0.0142057928653
t	0.322515402791	0.649911678124	0.0146535950059	0.0081359156609	0.0047834283451
è	0.306011061597	0.639595316041	0.0097304782353	0.00656195508697	0.0381012113917
o	0.108875140399	0.65574803868	0.172214123745	0.00824272102899	0.0549199904639
n	0.0650294659997	0.441020236227	0.443222054582	0.0264647686763	0.0242634785213
e	0.0513307011666	0.224473389742	0.669137484861	0.0358446235588	0.0192138062071
a	0.0188042636889	0.0930466655807	0.83624887162	0.0312680878529	0.0206321612357
n	0.015432081363	0.0441417995269	0.890608967207	0.0394425446176	0.0103746431886
k	0.0383291497877	0.027185729509	0.847473389069	0.0737355508725	0.0132761680062
ò	0.0374096077392	0.018104099503	0.611570663023	0.0943554036242	0.238560216002
r	0.0339281737231	0.0222866121677	0.365058344341	0.146508384541	0.432218472001
a	0.036159072241	0.0237699223892	0.216051952114	0.178894561514	0.545124474
a	0.0369933484137	0.0126350766297	0.124403534705	0.355822613838	0.470145433333
t	0.0721368061379	0.0071182535099	0.089696518235	0.639569054613	0.191479374778
s	0.151754995379	0.0677683723033	0.0514331784117	0.633234618204	0.0958087945927
ù	0.140075381633	0.0981039074344	0.0618445634706	0.527400999401	0.172575122864
n	0.0480025046177	0.0529974314781	0.0741420028235	0.6135207598	0.211337308955
n	0.0841942457726	0.138776369493	0.0613816449412	0.6097486766	0.105899072318
i	0.0976213657575	0.190329946498	0.0912757689804	0.566101115533	0.0546718347727
t	0.0588600477525	0.098710837166	0.130754962993	0.668884971844	0.0427892152576
i	0.0474715452508	0.0646083373887	0.123410862664	0.669106890615	0.0954023827525
</S>	0.0298066286254	0.0738213886944	0.116131568832	0.632795745307	0.147444676376
