 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.8489954	0.140913815	0.0040732856	0.000393489935	0.0004827052	0.002767337385	0.0012138078	0.000249825296	0.000106545491	0.000126867863	0.00067691288916
n	0.589048973333	0.344133355	0.0586673167333	0.00174297347833	0.00052909763	0.00283879626833	0.0013775532	0.000463714025333	0.000214056380333	0.000303550534333	0.00068056151172
ì	0.203408725578	0.679316371667	0.0896140589111	0.00292574295944	0.00239417386	0.00474129602944	0.00757034566667	0.00156446168844	0.000721837760111	0.000670880458111	0.00707202165257
c	0.0786124316593	0.809427803889	0.077877784637	0.00242363498648	0.00395068912	0.00542869520981	0.00964583188889	0.00172026475448	0.000797118030037	0.000610988738704	0.00950467878419
h	0.0484431192198	0.79965501463	0.125577696546	0.00364569549549	0.00579164537333	0.0045237379366	0.00597271496296	0.00142696060983	0.00102512025335	0.000364344972235	0.00357391952806
e	0.0297909675399	0.533161181543	0.405899198849	0.0113083869985	0.00566555507778	0.0043106466122	0.00542568075432	0.00148635620328	0.00113404503778	0.000319922304078	0.00149804389602
n	0.0148758603133	0.238080163848	0.699189196283	0.0353557483328	0.00242211326593	0.00221037887073	0.00373362835144	0.00152480996776	0.00091116279926	0.000987612574693	0.000709310687007
d	0.0317786401044	0.152155456616	0.748336258761	0.0489845207776	0.00167722550864	0.00242073019024	0.00662723945048	0.00402735132259	0.00166532423309	0.00207415389156	0.000253114168669
ì	0.0347469546015	0.0927679895387	0.72811863292	0.113063256926	0.00309621163621	0.00324433243008	0.0158394398168	0.00471063224086	0.00168266531103	0.00170962867719	0.00102025409422
s	0.0165221031005	0.0404202618462	0.707322710973	0.187021345642	0.0208861025454	0.00569890847669	0.0150896532056	0.00264587098029	0.00129276407034	0.00087652550573	0.00222377083141
o	0.0101350252668	0.0167908205254	0.482322376324	0.420637008547	0.0426487061818	0.0132363716589	0.00821067146853	0.00191006359343	0.00104490617011	0.00058826460191	0.0024757935438
n	0.00910941482227	0.00814418828513	0.232541211441	0.677544549516	0.0403091500606	0.0151825222196	0.00817603762284	0.00324353293114	0.0015915064367	0.00254725340064	0.00161064026393
t	0.0104872308741	0.0164560976284	0.25632299048	0.581218196505	0.0253872440202	0.0123259044065	0.0468718898743	0.0255641855437	0.0105419720456	0.0142397858002	0.000584507333977
a	0.00655265129137	0.0167662031771	0.20430642766	0.541215465502	0.0862585526734	0.0235438421355	0.0593294885581	0.0322003605812	0.0126907331819	0.0162743970667	0.000861841041326
i	0.00284197659712	0.0056049457587	0.0702274095867	0.580005465167	0.233747750891	0.0571090667118	0.0258229321194	0.0127072268937	0.0046967909273	0.0059358671989	0.00130054948044
k	0.00410455713237	0.0153714149849	0.0771231193956	0.483551471722	0.284322966964	0.0764170022373	0.0263536480398	0.0145359375979	0.0071788100091	0.00995779110963	0.00108326106015
i	0.00440031505412	0.0186243470736	0.0790484603485	0.309626209241	0.399678582321	0.125563009079	0.0271920506799	0.0154666816326	0.0080016265697	0.0114501018832	0.000948611986717
a	0.00155283685604	0.00621215754577	0.0264427875362	0.13321493908	0.575524870774	0.22121692636	0.01956862156	0.00767576331087	0.0031347526899	0.0042738399244	0.00118250799557
t	0.00483821644668	0.0112074996245	0.0346629360487	0.08586153036	0.501392056925	0.271185708787	0.07056186052	0.0114132511036	0.00318553039663	0.00456396509147	0.00112743333186
è	0.00600121052223	0.0128830389565	0.0374954811629	0.06282605212	0.341636165642	0.304923509596	0.211352240173	0.0127452415679	0.00311388628554	0.00451424463382	0.00250891901062
r	0.00242184561408	0.00436722572383	0.0129120608676	0.02539919484	0.453544801881	0.281339096532	0.206650281724	0.00638010032263	0.00182181364851	0.00165182548127	0.00351173143687
a	0.00116258482136	0.00152057007061	0.0046212596072	0.01129716868	0.45905675396	0.401932645511	0.0881603422413	0.0199221037075	0.00340642531617	0.00254905516042	0.00637107004562
i	0.000399577038453	0.000512773446037	0.0015546680024	0.00433025027667	0.21611098132	0.644814931837	0.0618788964138	0.0543284925692	0.00519710043872	0.00362944475347	0.00724290914854
n	0.000784533760818	0.00183661123185	0.00225415801613	0.00223678564222	0.0919020621067	0.521454157279	0.180727451138	0.166815552856	0.0155753956796	0.0133211886178	0.00309215044285
ì	0.000930043781273	0.00227689111628	0.00250675152871	0.00242294211407	0.0477898140356	0.255245809093	0.457812707046	0.193452018285	0.0183641549599	0.0157687035593	0.00343021040762
c	0.00156989258809	0.000844112191093	0.0011788815429	0.00409731333802	0.117431456345	0.283096653031	0.477717105682	0.095794548095	0.0091045652533	0.00561265960643	0.00355286383421
h	0.00266636102936	0.00150848347703	0.0023811160243	0.00721483461267	0.128614601115	0.265718608344	0.429761658561	0.112687284032	0.0258753729511	0.0221611849355	0.00141049900974
a	0.00179266037392	0.00164656211231	0.00246428943243	0.00606298033756	0.0522536383717	0.122894863448	0.423415986187	0.289850491344	0.0589439429837	0.0329181563118	0.00775641003658
p	0.000607284718107	0.0016565755574	0.00152635826848	0.00254640404585	0.0246270792839	0.064684561416	0.243134792062	0.481217630448	0.119474862995	0.0508285151039	0.00969590060386
à	0.000256411925369	0.00166117077313	0.00122933907883	0.00267006264862	0.0708851939213	0.0477379674053	0.187233147354	0.466433013483	0.152905797665	0.0552310917013	0.0137567714596
r	0.00918674026512	0.00204409061171	0.00285404404894	0.00843887571621	0.10021429464	0.0531509931351	0.175222019118	0.386549824494	0.181072332555	0.0361808029004	0.0450859931532
o	0.0121209786534	0.00217364917724	0.00338609666865	0.00904319284874	0.0501959425467	0.0330443297117	0.0906813383727	0.351660284831	0.258041877518	0.1053636433	0.0842886443844
n	0.00420460694947	0.00380745489908	0.00365169634188	0.00459503839291	0.0196488864256	0.0150884599706	0.0370333924576	0.28783823161	0.321556345839	0.235114094433	0.0674617446148
t	0.00171522774316	0.00876181729969	0.00666595944729	0.0060444539643	0.00694061476853	0.0064947659902	0.0389620551525	0.292797727203	0.347144041946	0.261849811478	0.0226235102449
a	0.00072594885182	0.00733546707823	0.0051620307431	0.00512841997143	0.00347585777284	0.0039386795634	0.0343884368142	0.230969172401	0.298952397315	0.375036297159	0.0348872989683
s	0.00030826863804	0.00341460883774	0.00251594280837	0.00233752290714	0.00204341625761	0.00225485130447	0.0144584377014	0.1609544908	0.317716215772	0.45502640572	0.0389698236161
t	0.000206864296013	0.00448452761258	0.00277087800279	0.00245063716905	0.00082546002587	0.00152074231816	0.0187210629005	0.219219496933	0.390521328591	0.346228921907	0.013050056232
i	0.000108619353004	0.00387445344359	0.0020677857126	0.00195588664968	0.000734315748623	0.00137960317272	0.0172596292335	0.171276800311	0.31781370953	0.465411173969	0.0181180284773
n	7.74364653347e-05	0.00201113895393	0.0011899176492	0.00110237977656	0.000624643586208	0.000955197847573	0.00729149381117	0.10417332677	0.299050053177	0.563683874656	0.0198405610058
a	6.67471521116e-05	0.00138979556948	0.0008959546134	0.000798571418853	0.000383190812069	0.000697857952524	0.00396646727372	0.08123370659	0.282578244392	0.614085588219	0.0139038655153
g	5.53646877039e-05	0.00158634460799	0.00115308230147	0.00119675203295	0.000298986549023	0.000619212307508	0.00277954429457	0.05267382253	0.230628308131	0.697043376073	0.0119651669451
l	0.000235416235901	0.003230383536	0.00396519126716	0.00371566181098	0.000413715314674	0.00101758204584	0.0106520554315	0.0802472221767	0.255318149377	0.637023192024	0.00418141591503
i	0.000264328511634	0.00265967514333	0.00406001844139	0.00373276048033	0.00106218413822	0.00144127718195	0.0119071162938	0.0729098263922	0.209284026459	0.679246447341	0.0134323101317
s	0.000111150880211	0.000943669345777	0.00155878119946	0.00201670263678	0.00101097427607	0.00115728359398	0.0071735609146	0.0786303244641	0.20052197882	0.690333152447	0.0165423948239
ì	0.000127009456737	0.000376480610592	0.000735376103153	0.00206050764559	0.0733913667554	0.0349188310647	0.0133959519715	0.106344534821	0.229043489607	0.472323930816	0.0672825557213
a	0.000117627643912	0.000143853744531	0.000275461822384	0.00143801051853	0.0985885655851	0.0466849653549	0.0124330302572	0.0725680982737	0.238328463202	0.359176496939	0.17024547524
</S>	6.8991029456e-05	8.72275907655e-05	0.000152520088192	0.000786981714265	0.0509407177926	0.0244463751774	0.0063978370286	0.0474462241368	0.254970196601	0.400317388469	0.21438557262
