 	io	voglio	che	Maria	venga	qui	</S>
e	0.97907915	0.01328778365	0.000450293	0.0055709435	0.00138254113	9.25075755e-05	0.000136867434
v	0.72623282	0.239697451317	0.0251873447	0.0060266191	0.00183297787667	0.000885853891833	0.000137017539567
ò	0.322758296667	0.619019550439	0.0385339319	0.0095849443	0.00488845145889	0.00156194086394	0.00365290240809
t	0.117662620222	0.842158450146	0.0185600135667	0.0101273114833	0.00555724559296	0.00101721363131	0.0049171575127
è	0.0425176727073	0.936577183382	0.00852281232223	0.0047268532111	0.00351606453765	0.000537479107103	0.0036019370809
l	0.0232683922024	0.895302984461	0.0689002526407	0.00306569819037	0.00356742701255	0.0027519754557	0.00314329931363
o	0.0162916056675	0.613759228154	0.324649317547	0.0310690715168	0.00892335593752	0.0038669389519	0.00144051279121
n	0.0118586801558	0.269499770051	0.662281659182	0.0410710217723	0.0100341151225	0.00445050978397	0.000804262970737
a	0.00999191858527	0.0998649026837	0.562740869727	0.296899065191	0.0255077725175	0.00460407666132	0.000391453820579
r	0.0132612227284	0.0386068634612	0.529769519909	0.382066119897	0.0307416084725	0.00529878495377	0.00025589226786
t	0.0189846159095	0.0252637330537	0.80717493997	0.129657884132	0.0114687675575	0.00735703985126	9.30103550533e-05
i	0.0114854522232	0.0196495946846	0.78328987999	0.138645624044	0.0346775962858	0.0117322144838	0.000519655579784
e	0.00415792163773	0.00800824091487	0.48728521333	0.421034541348	0.0642955020953	0.0144052978279	0.000813308316595
M	0.00774639485591	0.00631970632496	0.488731974443	0.424800028783	0.0465454470318	0.025416719276	0.000439757438865
a	0.0089307604563	0.00569108140965	0.464838476148	0.351648891261	0.134958052011	0.033639553092	0.000293182829622
r	0.0283630023231	0.0173657547712	0.303126983383	0.329561445754	0.168639825337	0.152548291031	0.000394676416541
ì	0.0350037394977	0.0249320952571	0.248242340194	0.152079690585	0.264229416446	0.26171967701	0.0137930299388
a	0.011845173151	0.0120481194224	0.0837625342313	0.092746104195	0.317721438815	0.456011472337	0.0258651513129
e	0.0039531231846	0.00406091950813	0.0285670578938	0.0414732798983	0.163136146272	0.739271957446	0.019537517271
t	0.0021030558007	0.00165745170004	0.0108469131813	0.0193485964328	0.086914390424	0.868581502482	0.010548101257
t	0.00332879013357	0.00332608983335	0.00978606889377	0.0134904927776	0.035285280808	0.929618964161	0.005164359619
ù	0.00297650898286	0.00371613077778	0.00867117496459	0.0331210129259	0.0899785692693	0.819553568054	0.041983082073
</S>	0.00151948139893	0.00205627798889	0.00512633748229	0.0498277464629	0.158020984635	0.703200034027	0.0802491490365
