 	le	ragazze	vogliono	guardate	</S>
t	0.89716226	0.0604055415	0.03568141265	0.00615833996	0.000592443456295
a	0.73690234	0.191831637167	0.0617455542167	0.00689330482	0.0026272276521
k	0.609966946667	0.274586162389	0.0731221280722	0.03932086144	0.0030039972107
o	0.500081272222	0.38837790413	0.0570800830241	0.05066782048	0.0037929693969
r	0.389086847407	0.495051368043	0.074820288008	0.0366738758267	0.00436765679897
à	0.297686040802	0.493332656014	0.134093529336	0.0334955986089	0.0413922125997
s	0.165927575267	0.442070852005	0.315593863112	0.0155886328696	0.0608191001999
i	0.084562052669	0.527912684002	0.348383087704	0.0092344161232	0.0299077679333
a	0.028465754213	0.547804774667	0.403865595901	0.00700807830773	0.0128557949111
t	0.0258367178143	0.272668621556	0.677716998634	0.0185672908692	0.00521041076037
è	0.0250724414581	0.112061933185	0.835088409545	0.0219319419564	0.00584530864346
l	0.00926847560603	0.0455711674617	0.928780213182	0.00923510148547	0.00714506761449
o	0.00378563011868	0.0181176478872	0.676529987727	0.279120877662	0.0224458962715
n	0.00992653202289	0.00983515129573	0.382806399242	0.570857729221	0.0265742174438
e	0.0119557161053	0.00602274448191	0.252274409414	0.717935823074	0.0118113095013
k	0.0209181234661	0.0046718499773	0.107897896138	0.859664007691	0.00684807543377
a	0.0239046121984	0.00424939452577	0.0559205553793	0.906180602564	0.00974479241126
n	0.0694281184425	0.00335663660859	0.0249571391264	0.890652900855	0.0116052124371
o	0.0846053544232	0.0030906351362	0.0138041365755	0.875019533618	0.0234803471124
n	0.0645350664167	0.00295955987873	0.0118002403918	0.888984077873	0.0317210533708
i	0.0578489527879	0.00285559144624	0.0109588790306	0.893309239291	0.0350273721236
m	0.0200360448116	0.00186763593541	0.00675191877687	0.93988632643	0.0314581067745
m	0.00830847827053	0.0084432205118	0.0145303207923	0.957343542143	0.0113744658982
è	0.00366036680684	0.0101581550806	0.0166955003308	0.765930680714	0.203555319539
n	0.00273932581895	0.00757329010353	0.0190349688436	0.421738216905	0.54891422318
a	0.00270654291632	0.00775230286784	0.0195259511479	0.286546938968	0.68346831106
</S>	0.00177230852316	0.00562433943392	0.012582931374	0.309677684484	0.67034278553
