 	forse	non	li	ha	a	casa	</S>
f	0.98286365	0.0091898283	0.00505839525	0.000305219466	0.00011813848	0.002464312792	4.13657765e-07
ò	0.780332236667	0.109794111967	0.0283370494167	0.007465196702	0.00378046295333	0.010846810764	0.0594441200222
r	0.523885318889	0.261996217322	0.100182459806	0.0133095279007	0.00561575111778	0.0146734509213	0.0803372892741
s	0.442898226296	0.252557879107	0.216280619935	0.0166320899669	0.00493883133926	0.0387672513071	0.0279251201314
i	0.285995530432	0.257642759702	0.372837153312	0.0210225616556	0.00475783427975	0.0476644201024	0.0100797436171
e	0.103613147811	0.258754216567	0.536833551104	0.0728658325519	0.00390120109325	0.0197642488341	0.00426780955903
t	0.051853721937	0.139507293522	0.676567527035	0.099544409184	0.00622565969775	0.0246625037447	0.00163891463968
u	0.0355686607123	0.0700830858407	0.688677202345	0.165524308061	0.0105285065659	0.0278065112482	0.00181174264656
s	0.0426250603041	0.0428916362802	0.585748040782	0.205709909354	0.018983470522	0.102144843749	0.00189705667552
è	0.0446234430347	0.0248794874267	0.385098900261	0.274100856451	0.103762461841	0.148884867916	0.0186500201518
c	0.0286978099449	0.0314448374756	0.412877586754	0.300055598817	0.126706074614	0.0754830956387	0.0247350117506
h	0.033666649315	0.0478701408252	0.471333202251	0.163167484272	0.070128435538	0.204824298213	0.0090097798502
i	0.0223539574923	0.0361579284217	0.234165601217	0.097664729424	0.130251261846	0.474808886071	0.0045976311834
è	0.00746428707477	0.0124293445872	0.0795834090057	0.0521703494747	0.139937065282	0.701430062024	0.0069854767278
s	0.00253922846826	0.00453236790907	0.0275505257019	0.0200356283582	0.067933448094	0.870015754008	0.0073930066426
s	0.00111436050942	0.00185567549302	0.0103510893673	0.0090373203194	0.045891696698	0.928223684669	0.00352614011753
u	0.00061336191414	0.00083754458434	0.0041265205891	0.00476340558647	0.0319501538993	0.862533078223	0.0951759605425
</S>	0.00032878092357	0.00047795475717	0.00215622214455	0.00271863801324	0.0192788709496	0.786570214111	0.188469370271
