 	mia	figlia	vuole	andare	</S>
i	0.820840835	0.058188908	0.10597810612	0.007078711439	0.00791339718012
k	0.562824798333	0.207562047667	0.12302667204	0.0985023411463	0.00808409551004
i	0.472622876111	0.320050272556	0.0740433330133	0.126630543715	0.00665295262001
a	0.495572732037	0.361950914185	0.0892828666711	0.0455819941717	0.00761152207334
t	0.320758500679	0.561576788062	0.0857600622237	0.0276950609906	0.00420960083111
è	0.141914751893	0.713830392687	0.107927914075	0.0216827323302	0.0146441675504
r	0.0558894437643	0.781369210896	0.135224824692	0.0089704263434	0.0185460868835
a	0.0206311445548	0.761677270299	0.162201591564	0.0322126890145	0.0232773166612
m	0.0293621300183	0.5036135101	0.188491963855	0.254051446338	0.0244809313371
u	0.0320823658061	0.3255511967	0.296149291285	0.334491068779	0.0117260623957
i	0.010946594302	0.2309591089	0.570901483762	0.176309242926	0.0108835672986
t	0.0105989930007	0.0973964916333	0.629787751254	0.254835280975	0.0073814783662
è	0.0105460627669	0.0412720468778	0.687047383751	0.254774810325	0.00635967738873
l	0.0042302320223	0.0234948709593	0.86647797125	0.0989259621083	0.00687097002958
i	0.0020111620941	0.0161185459864	0.628075040417	0.286891529369	0.0669037572432
n	0.00313016845137	0.00891421616213	0.233749686706	0.66823810979	0.0859678327877
a	0.00345030245379	0.00318511507071	0.0796939709353	0.88068656993	0.0329840103026
p	0.0147462551213	0.0017834254069	0.0279009625118	0.93996712331	0.0156022171009
à	0.0185907436338	0.0223398433356	0.0886539742373	0.758896964437	0.111518470367
i	0.00631180894793	0.0295914404452	0.109466449312	0.597869778146	0.256760516789
</S>	0.00320498618896	0.0163790272226	0.057301911506	0.624209889073	0.298904198394
