 	vuole	pianto	</S>
i	0.99284823	0.00216686515	0.0049849225937
t	0.97951391	0.0154781557833	0.00500795014123
è	0.974081606667	0.0200068593611	0.00591152865708
l	0.973521925556	0.0184237422204	0.00805431535236
i	0.666749468519	0.302725378407	0.0305251195841
k	0.25363391084	0.710134892802	0.036231149168
l	0.102285525947	0.885546997601	0.0121674406167
a	0.0422507007157	0.9357437992	0.0220054804596
m	0.0151896672052	0.959517333067	0.0252929488899
m	0.0143449323017	0.977187267689	0.0084677208223
è	0.0138409380006	0.966320432563	0.0198385680631
n	0.0878609925669	0.802230320854	0.109908659354
o	0.112134370196	0.439352088285	0.448513546451
</S>	0.056260954108	0.231115031143	0.712624023226
