 	il	morto	si	piange	</S>
o	0.830406335	0.0158949063	0.116659401737	0.006435440922	0.0306038760579
a	0.782443771667	0.0357823251	0.138604979246	0.0104155833073	0.032753339686
p	0.591537673889	0.310600323367	0.0710565262487	0.0134899417691	0.0133155611053
e	0.28855633463	0.611930007789	0.0500710632496	0.032490166923	0.0169524629118
t	0.182488431543	0.72362392593	0.0419185247499	0.0339646081743	0.0180044953639
a	0.113649013848	0.77855948531	0.06955463525	0.0264149985914	0.0118218445146
m	0.0561005189493	0.832668535103	0.0778542338167	0.0236730681305	0.0097036518882
m	0.0978211606498	0.858664011701	0.0294557876722	0.0107880894768	0.00327094941707
è	0.10925151455	0.842962617234	0.0227080438907	0.0178564486589	0.00722137554336
n	0.0489476801833	0.716894905745	0.16275292163	0.0495982002196	0.0218063101811
o	0.0253412772711	0.374680682915	0.45664200721	0.119104953407	0.0242310970604
i	0.00854089137703	0.126234991538	0.668514702403	0.183993551136	0.0127159154201
k	0.026290371869	0.0486070104127	0.592138674134	0.325197783712	0.0077662152067
l	0.123364262623	0.0418416478042	0.319611306045	0.509168684571	0.00601409440223
è	0.136387098874	0.0886769899347	0.141929003348	0.550038751524	0.0829681351341
e	0.049668252358	0.0851735521116	0.183598321116	0.565511103841	0.116048787378
t	0.0527493088527	0.0316886458372	0.198582920372	0.667812987947	0.049166178126
e	0.0539441333309	0.0141391957457	0.111106720124	0.693275295982	0.127534676042
</S>	0.0274200272354	0.00808856907285	0.085918600062	0.651395247991	0.227177568021
