 	questo	muro	vuole	uno	specchio	</S>
c	0.891569675	0.10144629	0.00335753755	0.003461056925	0.000159578285	5.80422459e-06
ì	0.947833278333	0.0467662936667	0.002056923964	0.00319463953533	0.000145297775533	3.49962752333e-06
t	0.974381936111	0.0235938532222	0.000877541968667	0.00109162883078	5.00654418443e-05	4.91560177444e-06
t	0.862931158704	0.115697632741	0.0103013299896	0.00982980970226	0.00122615126341	1.39102009248e-05
o	0.594419309568	0.351401240914	0.0222044419965	0.0290379982341	0.00208123755447	0.000855764567308
t	0.303326486523	0.625366663638	0.0368867063322	0.030376028078	0.00291366618482	0.00113042854127
ì	0.126554822174	0.818660097879	0.0354306105441	0.0149739043927	0.00308118532827	0.00129937199926
c	0.0680887873913	0.778470242626	0.144272243615	0.0058541846309	0.00186215754276	0.00145237156642
h	0.0470808004638	0.688403197542	0.230056167872	0.0049773815103	0.0288545205476	0.000627938108807
o	0.0324304836213	0.483798095847	0.402407352624	0.0426826896701	0.0377960368492	0.000885345722936
t	0.0134934260071	0.225349668616	0.665288217541	0.07848962489	0.0164411692831	0.000937878304979
è	0.0069458302357	0.141642842872	0.77879304918	0.0594480049633	0.0106255949277	0.00254470119899
l	0.00281990843857	0.0710852112907	0.873982559727	0.0285569378544	0.0201121454759	0.00344326206633
i	0.00108738531386	0.0255149311169	0.658259136576	0.285656768818	0.023823981292	0.00565778578878
è	0.000395567092287	0.0096741567923	0.427655562192	0.530746056273	0.018213819564	0.0133148489296
n	0.000310106184096	0.0048020877641	0.410778467397	0.367561228758	0.203680005188	0.0128681190432
a	0.000268103703365	0.00206399154903	0.250147374799	0.472960586253	0.262748215729	0.0118117034144
n	0.00192446916979	0.00170459017734	0.086181753033	0.785462182084	0.11432582091	0.0104011215315
j	0.00911066922326	0.0121778948591	0.033849560111	0.881098014028	0.0601988555367	0.0035649370615
a	0.00968104580409	0.0146633189947	0.0156966813703	0.915328671343	0.0318552730789	0.0127749705115
l	0.014570196331	0.0134539660399	0.0077326468901	0.925418657114	0.022949421193	0.0158751169972
ì	0.0162071906977	0.0131712740566	0.0746472973967	0.674858112371	0.0577711228977	0.163345011159
</S>	0.00812452822985	0.0067748295933	0.143032553698	0.421016146185	0.102371881449	0.31868005558
