 	hai	già	mangiato	</S>
è	0.93987605	0.034047882	0.00322412405	0.0228518898095
c	0.935310783333	0.0384839453333	0.00328624157333	0.0229189739365
h	0.910965594444	0.0618201154444	0.0194101360811	0.0078041443655
i	0.663303344815	0.308242225148	0.0252734680604	0.00318096567517
g	0.335332794938	0.601670741716	0.0614435813868	0.00155284862839
i	0.143357686546	0.768473363905	0.0838776004623	0.0042912901128
à	0.057070687082	0.853095371302	0.0646689768208	0.0251649383709
f	0.0369088923607	0.723316790434	0.20997323894	0.0298010639236
a	0.0224346896736	0.409070627811	0.523095566313	0.0453990864412
m	0.0182974454445	0.19079278027	0.741728302104	0.0491814368671
è	0.0172079699482	0.123873844757	0.769090234035	0.0898279403424
n	0.0122236021161	0.0729165585857	0.805209644678	0.109650231447
a	0.0102412087154	0.0414840371452	0.671101448226	0.277173325149
</S>	0.0051522553727	0.0211527964976	0.483620874113	0.490074062575
