 	non	deve	magniare	la	sera	</S>
e	0.96123615	0.01008087865	0.0030346807915	0.009097372275	0.01539293837	0.00115799438472
n	0.636800233	0.325250726883	0.00325400085383	0.0108214340917	0.02270208579	0.00117146639157
è	0.230936628333	0.631175855628	0.0279933632079	0.0294098133639	0.0442572325967	0.0362270609939
n	0.104150136444	0.694732551876	0.0451413470693	0.0593924994546	0.0465160528656	0.0500674036646
a	0.0551297414813	0.534909382625	0.182648617023	0.0943139631515	0.108070079622	0.0249282458882
f	0.0736585604938	0.312500859542	0.230821871674	0.162949004384	0.205579083207	0.0144906390694
à	0.0767797958313	0.222269673847	0.228260856558	0.219004251461	0.236013604402	0.0176718021298
i	0.0271145129564	0.083234561089	0.363973205519	0.302575947154	0.203048628134	0.0200531332433
t	0.0184551519981	0.037747432503	0.274731469173	0.435943642385	0.224939842711	0.0081824446511
o	0.0155641755227	0.0225365861833	0.100318619058	0.403565157462	0.455063210904	0.0029522390437
v	0.00941451369757	0.0167595694101	0.0398238123527	0.382319912487	0.550378083635	0.00130413187123
r	0.0103240832325	0.0196608698034	0.0167537470842	0.335421657496	0.617130627878	0.000709052323743
à	0.00693738241083	0.0161808592678	0.0688605346614	0.300803095832	0.568864379293	0.0383537967412
i	0.00284433069861	0.0102821355559	0.0920120582205	0.393047561944	0.443184576431	0.0586293862471
</S>	0.00143651219181	0.00529531497795	0.0553667991102	0.398378590972	0.498447908216	0.0410749141236
