 	viene	fabbricato	</S>
è	0.899642275	0.0681424855	0.0322152568917
r	0.582532135667	0.383105046833	0.0343628339639
k	0.203300155789	0.783047335611	0.013652534848
e	0.076023920163	0.916905978537	0.00707011974267
t	0.0648401583877	0.930191806179	0.00496805856422
e	0.0658537904626	0.926438268726	0.00770794523807
f	0.0533923458209	0.937979942909	0.00862771289602
a	0.0554090609403	0.880539067636	0.0640518921153
b	0.0447520569801	0.872711975879	0.0825359806218
b	0.0542008179934	0.918030305293	0.0277688612573
r	0.248852405998	0.715854948431	0.0352926282191
i	0.289146160999	0.41781736281	0.293036479406
k	0.1035012484	0.54008688427	0.356411875802
à	0.0570099118667	0.770935544757	0.172054577934
t	0.0434031277889	0.595382204919	0.361214679311
o	0.0190080350296	0.291244475973	0.68974745977
</S>	0.0112188804148	0.170905464487	0.817875629885
