 	che	non	li	aspetiamo	</S>
n	0.98274463	0.00968339125	0.00756035927	5.09567413e-06	6.52349997e-06
a	0.70673051	0.20017311075	0.0507522757567	0.0172895189344	0.0250545507497
m	0.405515036667	0.270837133583	0.267191258586	0.0230536521531	0.0334028930366
i	0.266532198889	0.144538287861	0.567836952862	0.00869143442603	0.0124011154655
t	0.185847852963	0.0937377266203	0.711082717621	0.00391989156534	0.00541182862517
u	0.144987009654	0.0489269268734	0.789401789207	0.0103647597451	0.00631956334506
s	0.073994395218	0.0321028642911	0.874778913069	0.012506404407	0.00661741789035
m	0.071667606406	0.015865009097	0.90602023769	0.004226221961	0.00222090397345
ì	0.0502755435687	0.014364016699	0.878928625897	0.0260611116537	0.0303707278925
n	0.0272285459562	0.0369850295663	0.835725238632	0.0416264722179	0.0584347202975
o	0.0174604371841	0.0393839299888	0.557085317211	0.321189849073	0.0648804977658
m	0.0135404595934	0.0207662351296	0.51093568007	0.406379818624	0.0483778406253
e	0.0122472847261	0.0144977298532	0.495290376023	0.420013091808	0.0579515049118
</S>	0.00615995465555	0.0073683396416	0.258470782012	0.636338870904	0.0916620324559
