 	il	lenzuolo	vuole	lavato	</S>
o	0.76970985	0.21443765	0.01132707465	9.6365872e-05	0.00442901833278
p	0.474218106667	0.34298207	0.06035341155	0.117962338771	0.00448404423093
l	0.282880952222	0.46954919	0.08691815585	0.159096700257	0.00155498760364
a	0.208731896074	0.68262083	0.0501676926167	0.0575904650857	0.000889155641213
ù	0.148337207358	0.775785226667	0.0454178612056	0.0242649053619	0.00619481941374
n	0.141459425786	0.646975712222	0.189563618735	0.013359643454	0.00864157807125
a	0.078108672362	0.425439204074	0.469658849578	0.014455876818	0.0123373692904
t	0.032270754554	0.220944633691	0.682018133193	0.0522114889393	0.0125549873451
è	0.017017637718	0.10289295123	0.806047394398	0.0633397569798	0.01070227503
l	0.0105624987727	0.0449281960767	0.883584111466	0.0498826096599	0.0110425987433
i	0.00684583610757	0.0183294618256	0.806893450489	0.134783359887	0.0331479103144
p	0.00438256221919	0.0102117567419	0.508846155163	0.436999519962	0.0395600407115
l	0.0042192562064	0.00584302731397	0.208634902388	0.768082689987	0.0132201753446
i	0.00221597394413	0.00257125640466	0.101373496463	0.875367396662	0.018471882949
m	0.000925778330043	0.00137273716822	0.064372063821	0.913107598887	0.0202217997241
è	0.000474874046681	0.000628956706073	0.0570354662737	0.913209799629	0.0286509086492
n	0.00151320317889	0.0129834234187	0.0654464664246	0.871963366543	0.0480935228831
o	0.00190982949296	0.0176943889062	0.0398339016749	0.628514228848	0.312047607628
</S>	0.00105103114648	0.0098250531031	0.0221613986375	0.391866074424	0.575096403814
