 	voglio	un	forno	che	vende	rustici	</S>
t	0.826518715	0.125682243	0.04243503795	0.0012621288365	0.000660186665	0.0033940347485	4.767786876e-05
è	0.825424825	0.117733382333	0.0448030959833	0.00157873081217	0.00124934898833	0.00389106538283	0.00531954347959
l	0.724162875	0.222784805444	0.0343369236611	0.00172951607072	0.00297925962944	0.00668744082761	0.00731910632653
o	0.40705651	0.534698165148	0.040797528887	0.00250470679024	0.00347181734315	0.00745053824254	0.00402069807551
è	0.164391699333	0.728195371716	0.0673554072957	0.00508559319675	0.0207598430477	0.00343277681418	0.0107793038252
n	0.0664804909443	0.690952057239	0.187242190765	0.00747520073225	0.0306683690159	0.00529360803806	0.0118880757084
a	0.0241548400981	0.477071272413	0.424213393588	0.0364615455774	0.0257497150053	0.00631750601269	0.0060317312028
f	0.00838120483603	0.212515696138	0.692888671196	0.0505126931925	0.0199427251351	0.0118303126709	0.0039286692276
ù	0.00852886579868	0.148828794046	0.714977210399	0.0691792357308	0.026866528845	0.017058800557	0.0145605243692
r	0.00905255336623	0.128818941349	0.715571470133	0.0809777719103	0.0317827352817	0.013648739519	0.0201477737897
n	0.00924695255541	0.0688394491163	0.810899256711	0.0514508273034	0.0203870724272	0.0296470165063	0.00952939856323
o	0.00856661088814	0.0446735150054	0.54996921357	0.315074155768	0.0296009234757	0.0456937421688	0.00642177365441
k	0.00428681666571	0.0173459628018	0.378041152523	0.500011631923	0.0298491326586	0.0658194607229	0.00464581298047
a	0.00285791441257	0.00816192276727	0.313477352174	0.432407343974	0.155175272386	0.084478950241	0.00344124245582
p	0.00449212899486	0.00745327058909	0.259483298725	0.407528114658	0.204802049129	0.11315706008	0.00308408314861
u	0.00503545672595	0.00707463658636	0.236366936908	0.279785624886	0.32343201471	0.145152936693	0.00315239071287
l	0.00709762296965	0.00966749225212	0.164323909636	0.194982044962	0.38646720157	0.234113548898	0.00334812780429
ì	0.00781214046655	0.0115049101174	0.140411815879	0.131804785321	0.31146634719	0.386085129633	0.0109148443014
r	0.00596469829885	0.0073845466058	0.0564781896263	0.0635654554403	0.372617079063	0.455419166544	0.0385708751005
ù	0.00532719688928	0.00501065391527	0.0271517457421	0.0396127198134	0.274452319688	0.601156432181	0.0472889190335
s	0.00281759451943	0.00296046201842	0.016227982114	0.0186361146045	0.136762480896	0.796514590727	0.0260807513445
t	0.0107228602731	0.0153104995395	0.0234969173713	0.0237199548682	0.0665104372987	0.850190486909	0.0100488498315
i	0.0123330460304	0.0183238636798	0.0192804111404	0.0230635067561	0.0289705574996	0.716842772303	0.18118586166
k	0.0152892236161	0.0187783773933	0.0245145200635	0.026632954052	0.0129524607999	0.663643274101	0.238189200253
u	0.0162728945537	0.0188914818178	0.0262130478478	0.0278735851173	0.00786193849997	0.632025888034	0.270861179784
</S>	0.00814658229935	0.0095454564389	0.0132239581639	0.0168266432086	0.00760217774999	0.522114214017	0.422540989892
