 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.69836502	0.242411478	0.01195769405	0.010213708905	0.006986067865	0.002193236685	0.0278727523916
p	0.411856972667	0.502785119333	0.03323242435	0.0115922048683	0.00801386678833	0.00449172522833	0.0280276948805
e	0.160126681889	0.777843483111	0.03851959545	0.00571561978943	0.00382085588611	0.00403446365278	0.0099392975435
r	0.0828220002963	0.789804927704	0.09585904915	0.00631586786314	0.00310091675204	0.0183275351276	0.0037696682635
i	0.0521061149321	0.780877442568	0.131419519717	0.00717194262105	0.00299459718401	0.0234530439425	0.00197731833683
k	0.0335992784774	0.772876037523	0.159741896572	0.00732131220702	0.00254810399467	0.0225409442142	0.00137244446661
o	0.0265060488258	0.661104969174	0.273413038857	0.0110758407357	0.00284527213156	0.0236448198714	0.00141005660987
l	0.0189080902753	0.508399063058	0.437842449619	0.0131903395786	0.00262175344385	0.0176099277571	0.00142843446129
ò	0.0203634600918	0.346947577686	0.58706099654	0.0171764205262	0.00401983628128	0.018069557919	0.00636219231176
s	0.0173601430306	0.239560699229	0.69233225218	0.0228974538421	0.00576252229376	0.012995748973	0.00909120663725
o	0.0095766837102	0.11975624441	0.63287851406	0.203214884614	0.0142568714313	0.013457713991	0.00685909541242
n	0.0103053136034	0.0450346861367	0.474422194687	0.403123604871	0.0328021754771	0.029267774997	0.00504424185414
a	0.0104788711865	0.0194462613656	0.315190002562	0.56957152829	0.0495872594924	0.033426707999	0.00229939503471
n	0.00951558771417	0.0105462294419	0.160168228521	0.68613365943	0.0841867248308	0.048055949333	0.0013936695649
a	0.00918065890672	0.00752390480397	0.0924364268403	0.700830596477	0.13447828161	0.054593893111	0.0009562686083
r	0.0104676843042	0.032309098258	0.0497035109468	0.601036455492	0.206632317203	0.0989360623703	0.0009149023161
è	0.0113651391681	0.041664901086	0.0531706416489	0.336812178497	0.344205729068	0.197486314123	0.0152951373187
t	0.00493417478937	0.0184214186953	0.0522776655496	0.211803316166	0.480047659689	0.205688958041	0.0268268344396
s	0.00468756059646	0.0237193142318	0.0559280415165	0.157558808722	0.43289935323	0.308802239347	0.0164046764799
i	0.00395273900615	0.0221168100726	0.0444675504122	0.092557019574	0.463775567743	0.358152673116	0.0149776384933
à	0.00132950341938	0.00741273787187	0.0155899556774	0.057000578858	0.525275255914	0.370504017705	0.0228879664978
t	0.00064831271646	0.00293024957629	0.00632935475913	0.027213807286	0.464738785305	0.480405639235	0.0177338714326
s	0.00139206787215	0.00565381462543	0.00958142015304	0.0155473764287	0.363263401768	0.597354959745	0.0072069795842
e	0.00146060635405	0.00618930690514	0.0103845045843	0.0138811041429	0.213769597256	0.633329653248	0.120985238368
n	0.00265630574802	0.00444399399838	0.00495858179477	0.013741906381	0.142298482419	0.672926691083	0.158974057423
ì	0.00303673995834	0.00379278760779	0.00310720771492	0.0102942387937	0.087376466473	0.817631217028	0.0747613821077
t	0.00127615196178	0.00220199774426	0.00214977228831	0.00690240766457	0.0480675428243	0.888379349009	0.0510228273692
t	0.00188120625393	0.00608249884809	0.0112953700961	0.00687846095486	0.0350724672748	0.917108143003	0.0216818654564
a	0.00184746817131	0.0066271603827	0.0136825057154	0.00788104448495	0.0265501654249	0.631174161001	0.312237489819
</S>	0.000963884065655	0.00358900534135	0.0072676938827	0.00721641049248	0.0186926302125	0.348814025501	0.613456364909
