 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.87992817	0.0968633335	0.0218517039	0.00061877634	0.000214930369	3.35842755e-05	0.000488818305	6.2642883e-07
u	0.866710643333	0.0909141901667	0.0375954963	0.000874493326667	0.000393460139667	0.000255665046833	0.000593421148333	0.00266260795471
à	0.615819621111	0.283523236722	0.0853902087667	0.00108386142222	0.000491261779889	0.00112913932894	0.000566357886111	0.0119963141516
i	0.27061024237	0.605426912241	0.105622241922	0.00226812937407	0.000624288809963	0.00176548844298	0.00057937366537	0.0131033043839
m	0.142485696123	0.63726685408	0.200747936307	0.00674155912469	0.00103123863665	0.00129085878099	0.00539140407846	0.0050444186493
è	0.0935531928077	0.432886934693	0.454929078769	0.0079518919749	0.000966105422217	0.00063358416033	0.00695388652615	0.0021253132711
r	0.0355445017026	0.284314088231	0.656068192923	0.0112867685916	0.00101050051741	0.00296984172011	0.00420947764205	0.00459662395703
i	0.0156385394675	0.189162382744	0.539681860974	0.200857680197	0.0256923519058	0.01184124624	0.00739795368068	0.00972797898568
n	0.0146691633892	0.110475689581	0.439358866991	0.358475223399	0.0444724139686	0.0125455680133	0.0119953808936	0.00800771938523
g	0.0223715447964	0.048015924527	0.63848115233	0.240588939466	0.0281098646562	0.0047063386511	0.0150126456312	0.00271358715508
h	0.0290526405988	0.0287927218423	0.800706230777	0.107658957489	0.0157217022187	0.0018126729637	0.0153279618771	0.000927114781693
ì	0.0230130793829	0.0314387206141	0.878704733592	0.0450288134963	0.0094738380629	0.000828108531233	0.010069668949	0.00144309822056
z	0.00842389477763	0.0307640192047	0.903061834531	0.0441506178321	0.0040364492443	0.00111888155374	0.006112931973	0.00233140577352
i	0.00343655179121	0.0164039948349	0.597306725977	0.293797110944	0.0660083183148	0.0114399623846	0.00868224932433	0.00292512275784
n	0.00280274299574	0.0062898372783	0.214199059792	0.556584803648	0.188747996105	0.0154922921282	0.0134771874414	0.00240610369128
a	0.00257016588291	0.00258185820943	0.0844090260307	0.496065567883	0.371573865368	0.0266213540427	0.0148091584805	0.00136899033576
v	0.00561566151197	0.00165479815314	0.0494631464436	0.452935122628	0.429176555123	0.0321129090142	0.0279967348268	0.00104508152725
o	0.00662556996299	0.00131517905105	0.0376447712345	0.372940050876	0.478545018374	0.0658576006714	0.0362352829423	0.00083656235775
r	0.00951293278	0.00132170738368	0.0263242994982	0.193340298625	0.643396222791	0.0856083292238	0.0396376589808	0.000858562865917
à	0.0106274383933	0.0118754623612	0.0289765454994	0.113383596542	0.497035907597	0.224785578741	0.0751403163269	0.038175138602
s	0.0047774704311	0.0167317157871	0.0276648691665	0.078573537514	0.268676985866	0.427377226247	0.095267012109	0.0809311678673
o	0.00267244573637	0.00773844673903	0.0207608517448	0.051202143438	0.179093670289	0.568678275416	0.10935844737	0.0604957016224
m	0.00249341253812	0.00364237062301	0.0120328086043	0.0339979130793	0.101693421763	0.479645500139	0.343175639123	0.0233189236841
e	0.00243001893924	0.00224675453367	0.00911705556943	0.0279898793264	0.058505261921	0.263908921713	0.621918313041	0.0138837867047
o	0.00081368592868	0.000780479396557	0.00304663566314	0.0106597322421	0.027698220307	0.313979933904	0.624659204347	0.0183621089016
t	0.00257491456529	0.000589288958186	0.00305863875971	0.0054988120807	0.028015680769	0.265596792635	0.680389468116	0.0142764140672
s	0.00605485972176	0.00371133968606	0.0159399403532	0.0177187891936	0.0813617892563	0.0994360322117	0.770442372705	0.0053348892124
o	0.00491792395825	0.00447441947535	0.0182034117377	0.0212206766312	0.0882122630854	0.0624378174039	0.781351774235	0.0191817238275
m	0.00175491385708	0.00184954750512	0.0066032016659	0.00925568834373	0.0335055156951	0.048212646468	0.875034591412	0.0237839350325
ì	0.000702371533693	0.00105234565171	0.0028647871953	0.00884734101458	0.0142329941317	0.0343123518227	0.838790747137	0.0991971067675
</S>	0.000360455908846	0.000693893400855	0.00163623785765	0.0112297205073	0.0106315534159	0.0418429294113	0.747261898569	0.186343333384
