 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.749401025	0.0063535691	0.09606476	0.10823568335	0.0201022987	0.00484823852	0.0001826465698	0.0006959409436	0.0141137916398	2.00185699e-06
i	0.536523011667	0.0151394505333	0.14545004	0.12513124345	0.1566582929	0.00576938560667	0.000189582825267	0.000703655027867	0.0143476393233	8.76582846633e-05
n	0.301625691889	0.0169697741111	0.217360306667	0.256095983483	0.1966694333	0.00313437693556	8.59617204223e-05	0.000276371221289	0.0076651585511	0.000116909983554
d	0.127445224296	0.0381570483037	0.390377342222	0.328283491161	0.1072801901	0.00279342314519	7.99216834741e-05	0.00015993257243	0.00536975476037	5.36314148513e-05
è	0.062739552432	0.0460408217679	0.350513259074	0.16799632372	0.3663548067	0.00297625511506	8.9210853158e-05	0.00024927215081	0.00235085989679	0.00068960097995
l	0.027625058144	0.0256007229226	0.369961718025	0.13611944124	0.434750562233	0.00169642002502	9.12995030527e-05	0.00043044341027	0.00269687079893	0.00102746073665
a	0.0162075974813	0.0629818709742	0.502215959342	0.239921803747	0.172884448411	0.00221654746167	0.000111549511018	0.000364770903423	0.00252755348964	0.00056789415555
à	0.00730629277043	0.0687814621247	0.312955834581	0.221544154582	0.382787163804	0.00344744148722	0.000148747883673	0.000367848767808	0.00122018823655	0.00144086225185
l	0.00465721830014	0.0272076895082	0.194480332994	0.311732551527	0.453624641935	0.00292601032907	0.000272301584558	0.000940282222603	0.00229014536218	0.00186883551728
l	0.00554988330005	0.0140487930694	0.173973087665	0.592405683842	0.192840481312	0.00463777960969	0.000333229961519	0.0015610263742	0.0137633767874	0.00088665869776
e	0.00492432343335	0.0396181292565	0.0964938358883	0.691892141281	0.106090186104	0.0373162708699	0.00224959152051	0.00212479775807	0.0185777455958	0.000712942924587
s	0.00739472581112	0.0506560444188	0.0565429236294	0.755163460427	0.064542174368	0.04814610829	0.00298545814017	0.00238569641936	0.0115627011986	0.000620690645529
è	0.00703465962704	0.0209381062963	0.0260339039431	0.551079587142	0.364391238123	0.0206221222967	0.00120510767006	0.00158517310312	0.00678494105287	0.000325185819176
t	0.00441139636568	0.00851644425543	0.0202548757144	0.386451006047	0.558933926041	0.00994293763223	0.00076149548002	0.00137254716437	0.00825753533762	0.00109783163973
t	0.00599902968856	0.00927778908514	0.0290395532381	0.444823998682	0.404744172014	0.0220494422107	0.000863966646673	0.00691926672146	0.0748930601125	0.00138967492658
e	0.00476170017619	0.0135532963617	0.0223813364127	0.273790964227	0.248574923005	0.27793119507	0.0324012996689	0.0141835475738	0.110392324704	0.00202941695553
k	0.00481303857206	0.0123184631206	0.0114041322376	0.189250232742	0.136396716668	0.422572618357	0.0454508168896	0.0205725688579	0.155074736235	0.00214673223184
a	0.00465847934069	0.00913316037353	0.0066282628792	0.154577996581	0.0948004358893	0.503987836119	0.0461073039632	0.0213562249526	0.157404431745	0.00134589072395
v	0.0034782895969	0.00645914562451	0.00614469099307	0.131419294527	0.0937871589631	0.55520518204	0.0475752163211	0.0162990089842	0.138523673582	0.00110833677465
ò	0.00335295249897	0.00477580637484	0.00661396166436	0.125556789842	0.145708602988	0.463464087347	0.0332449554404	0.0492913413281	0.161182921194	0.00680856662488
e	0.00145847994812	0.00344376112495	0.00335821976712	0.04527249123	0.102836986519	0.493926885782	0.16674008348	0.0757831864427	0.097886514398	0.00929335007496
n	0.00187784246451	0.00135739066165	0.00331162236804	0.0257044826927	0.0490595996963	0.428361675261	0.253083804493	0.103831674814	0.129536938799	0.00387492700832
ì	0.00217024154484	0.00138820134055	0.00364112358935	0.0197173382642	0.0398927505654	0.299333131754	0.156002038164	0.189038718271	0.268782042933	0.0200343991194
m	0.00543722790495	0.00673397961352	0.00675984076312	0.0115026631214	0.0253395738551	0.264860393918	0.138035266055	0.238789099424	0.276411977644	0.0261299785065
e	0.00637478262855	0.00779888806551	0.00746945296237	0.0082320847038	0.0115861877184	0.210591402306	0.215689048685	0.298231636475	0.221314372548	0.0127121646355
p	0.00260717893642	0.00316518218284	0.00446715236212	0.00831223489793	0.00979904533947	0.0898186627687	0.191040066228	0.403710048825	0.279505704183	0.00757471383517
r	0.00144744272547	0.00168205188095	0.00376043436737	0.00896171789931	0.0113645863132	0.0468546372562	0.0869354954093	0.366664019608	0.469626724728	0.00270285927839
ò	0.000583703498157	0.00066927868365	0.00157367019412	0.00363541030977	0.00609585469107	0.0261164585854	0.0350071097364	0.213894816536	0.707280874909	0.00514283846946
n	0.000587511542386	0.000354405497883	0.00147454305637	0.00159073387992	0.00327694218369	0.0108511864618	0.0157617527455	0.141884768845	0.81229143497	0.0119267238232
t	0.00127334864746	0.000449092432628	0.00269719461879	0.00197877765997	0.0189043552946	0.0085097489206	0.00834043748183	0.143009806282	0.80461445499	0.0102227824411
a	0.00111885259715	0.000410456270876	0.00223793262293	0.00179628741666	0.0231474351882	0.00773549277353	0.0159863408273	0.105750587427	0.695704851663	0.146111786647
</S>	0.000568959870575	0.000252838525438	0.00123396528647	0.00097560200333	0.0118793577291	0.00477595008676	0.0266084254137	0.0643140917135	0.602660925831	0.286729903324
