 	lo	ho	finito	di	fare	</S>
t	0.9684363	0.0043068123	0.02391342055	0.0033231314815	1.6557716915e-05	3.80253269e-06
o	0.913254483333	0.0451470993	0.03377395985	0.0066184531605	0.000218201566305	0.000987773981397
s	0.605492861111	0.0712268041	0.31466641495	0.00702434352017	0.000275659593202	0.00131387193227
p	0.317268733704	0.0389946350333	0.638723648317	0.00448084064006	9.34588359673e-05	0.000438658395603
ì	0.205116990901	0.100284801011	0.682971836106	0.00442463798002	8.18938691224e-05	0.00711984171158
c	0.0834620843003	0.129456701004	0.773754815369	0.00387027700334	7.79668499408e-05	0.00937814399719
c	0.0384360694334	0.054485416668	0.902364688456	0.00152889375445	2.65382712736e-05	0.00315836307083
e	0.0174760802778	0.022761862056	0.953825096152	0.00457725142815	0.000186039464818	0.00117363431538
t	0.0090357258926	0.013170757752	0.937810145384	0.0392297021427	0.000242291673939	0.000511319298427
s	0.0075791859642	0.00967980815067	0.895967795128	0.0865065240476	9.43367036463e-05	0.000172320601442
a	0.00460626486807	0.00810291788356	0.594479776709	0.375311628016	0.0119283296279	0.00557111515581
a	0.00177349675602	0.00492860036119	0.205565063536	0.741861922672	0.037000731876	0.00887016785194
t	0.00395482817201	0.0032233216204	0.121980940812	0.832182554224	0.034102252492	0.00455601390065
s	0.00764961839067	0.00386132064013	0.119904226937	0.854949351408	0.0120124801007	0.00162294693188
è	0.00870858713022	0.0180298050467	0.069903787979	0.671923363803	0.0087915954369	0.222642835792
k	0.0108897227101	0.0327378150156	0.0581171116597	0.592154267934	0.00829617547897	0.297804913764
à	0.00889764010337	0.0323222193385	0.0541676352199	0.560675615978	0.010784718493	0.333152206421
m	0.00735714823446	0.0563962184462	0.0335369650733	0.521793551993	0.013973942831	0.366942190807
i	0.00723423774482	0.0549299269154	0.0265579146911	0.476031290664	0.151287863277	0.283958785602
</S>	0.00487972837241	0.0277447496077	0.0190219788455	0.308000625332	0.291160111638	0.349192842801
