 	possono	essere	ancora	svegli	</S>
i	0.916751085	0.079546635	0.00154147842	0.00055344653	0.00160734017734
s	0.898988565	0.094832275	0.00281377397333	0.00174663091	0.00161877347245
ò	0.913126111667	0.0799549806667	0.00234474991444	0.00186418908333	0.00270997100415
z	0.894391150556	0.0955044258889	0.00208836356148	0.00427214614111	0.00374387060138
o	0.568722404852	0.41874500863	0.00465686452049	0.0052402262137	0.00263549423379
n	0.194272237451	0.785263369543	0.0138912558402	0.00496281590457	0.0016104162046
e	0.0663579458003	0.910037156514	0.0173755722801	0.00482945872152	0.00139990226153
ì	0.0245863509501	0.934431552171	0.01871222376	0.00293887899384	0.0193309459205
n	0.0135569851834	0.70554607739	0.11845787492	0.134846196665	0.0275928506402
e	0.00767628325113	0.32876350063	0.457810924973	0.185547481888	0.0202018108801
a	0.00278852197371	0.116303934043	0.782019441658	0.0810941229627	0.0177939876267
n	0.00134426982457	0.044930711481	0.894451433886	0.0500196936542	0.0092538982889
k	0.0428427784082	0.0804861882937	0.814763047962	0.0584386962181	0.00346927524297
ò	0.0589641941361	0.108468441431	0.480647613654	0.0767322537394	0.275187483814
r	0.0329754350454	0.0607170801437	0.392651532218	0.139649661246	0.374006269605
a	0.0278990256818	0.0297328147146	0.388285820739	0.194959177082	0.359123131535
a	0.0309008928939	0.0281323542382	0.194280830246	0.383257462361	0.363428473178
t	0.0321953746313	0.0329005450794	0.126154546749	0.65562694412	0.153122598726
s	0.130515752544	0.120762623026	0.134319985583	0.545759944707	0.0686416899087
ù	0.157106434571	0.143026209942	0.139581953528	0.466036974902	0.0942484286362
n	0.053829313747	0.0489028930807	0.0933489445093	0.681433878301	0.122484962879
n	0.186545583082	0.10521381186	0.0529992848364	0.582253922767	0.0729874199597
i	0.236487131027	0.13381390062	0.102825719945	0.475549017589	0.0513242779866
t	0.103588770342	0.07716367354	0.259858699982	0.519071439196	0.0403174566622
i	0.0644325594473	0.05491154118	0.267129709994	0.412914139732	0.200612077221
</S>	0.0503525987236	0.03828699059	0.176017204997	0.362226329866	0.37311688861
