 	vuole	andare	a	Lecce	</S>
i	0.8339317	0.157835089	0.003779443285	0.00208943722	0.0023642111658
t	0.74133895	0.214968893	0.00451402356167	0.03679902184	0.00237902166427
è	0.794968166667	0.149190357	0.00367322422056	0.04747813188	0.00469006716376
l	0.879188788889	0.0924468096667	0.00365787690685	0.01884393936	0.00586251558792
i	0.59369989113	0.384322194556	0.00831963856895	0.01011459942	0.00354358659597
n	0.200334690343	0.650104044852	0.0812604628563	0.0659213619733	0.00237937873866
a	0.067840054281	0.706544664951	0.137991300952	0.0862128533244	0.00141109685289
p	0.0246659774603	0.54968028165	0.137613643651	0.286913993775	0.0011260620643
à	0.0184934921534	0.23982588055	0.323994647884	0.396565794592	0.0211201245348
i	0.0145107162911	0.119504547517	0.629458945961	0.203621088197	0.0329046271783
L	0.00575588457037	0.047402055839	0.52140744032	0.409160089399	0.0162744638594
u	0.00279950909929	0.018065671613	0.19382027844	0.773478763133	0.0118357387531
p	0.00147870820893	0.00763928460433	0.07285749748	0.907708187711	0.0103162652077
p	0.00402654023631	0.00786126226811	0.0376605708267	0.946914495904	0.00353709836257
ì	0.00530993807877	0.0112623320894	0.0368513372756	0.889568945301	0.0570074604575
u	0.00277192239626	0.00839589818313	0.0281645904252	0.838018261767	0.122649346819
n	0.00389061483542	0.00835457821438	0.0130081059751	0.885297300589	0.0894494015397
a	0.00425462523847	0.00888687653813	0.00697544055837	0.744653006863	0.235230046447
</S>	0.00215359005924	0.00571870546907	0.00443335137918	0.563057643431	0.424636723223
