 	ho	rotto	una	bottiglia	</S>
è	0.24233026	0.61851666	0.027691077	0.01114509625	0.10031688405
g	0.213738496433	0.648768446667	0.0283413667667	0.00872479098333	0.100426904793
l	0.078316207911	0.841846868889	0.0236098633556	0.0225720568944	0.0336550395243
a	0.18125431197	0.719746222963	0.0433486061185	0.0400738099648	0.0155770583248
s	0.272982890657	0.479215307654	0.17182037704	0.0664681866549	0.00951318507493
a	0.185988748219	0.270291369885	0.450587892347	0.0861424222183	0.00698947765831
m	0.114586417406	0.163680147295	0.511306284116	0.204279104073	0.00614797610877
i	0.061144805802	0.117248715098	0.415435571372	0.400361534691	0.00580934509226
a	0.024101870934	0.040742420916	0.501361500457	0.426223991564	0.00757019486409
b	0.0111201518113	0.0183470768553	0.408490130152	0.557625177188	0.00441739869003
u	0.0051857018171	0.0108602090551	0.160374976384	0.819799139063	0.00377989849868
t	0.0020669738757	0.00574976365503	0.058312628128	0.930283526354	0.00358707111289
t	0.00235098984857	0.00845946641834	0.027678323376	0.960224908785	0.0012862994143
ì	0.00324269361619	0.00748886321945	0.0337671021253	0.895253546262	0.0602477984348
g	0.00253970033873	0.00348084838648	0.0384996980418	0.869246492087	0.0862332838116
l	0.00148610815624	0.0119774973622	0.0311209050139	0.918387797362	0.0370277100372
i	0.00077736455408	0.0141393555541	0.0206700059046	0.676479199121	0.287934071112
a	0.000597133110027	0.0054100331847	0.0113060445349	0.388632566374	0.594054223704
</S>	0.000752164055013	0.00362178944235	0.0115520122675	0.350488983187	0.633585061852
