 	sono	stato	sempre	poveretti	</S>
ì	0.93585123	0.0128867146	0.01042504906	0.005051273921	0.0357856665616
m	0.608016592	0.335830505867	0.0143613343533	0.00597561137367	0.0358159031705
e	0.209467847667	0.734892048622	0.0328852317844	0.0104648258579	0.0122900218402
s	0.094574212889	0.841239542874	0.0445465552615	0.0152192456193	0.00442042450807
t	0.065291796963	0.839994280958	0.0562484914205	0.0369882635398	0.00147713961652
a	0.0339366538877	0.780896413653	0.129814995473	0.0539335218466	0.00141838339134
m	0.0131529685292	0.810050737884	0.134280789158	0.0411155112822	0.00139995734611
m	0.0120185591764	0.890480812628	0.0700045747193	0.0270263740941	0.00046967568977
è	0.0103297491155	0.878328990876	0.0890065792398	0.0218417100314	0.00049295822199
n	0.00520266509517	0.599350921959	0.333660429747	0.0610995650105	0.00068635839733
a	0.00352541918172	0.23508646502	0.633911953249	0.12174815167	0.00572799632244
p	0.00770370421057	0.08690117204	0.70315106775	0.194967350557	0.00727672517415
à	0.00916387163686	0.03786547668	0.758400905917	0.189485393519	0.00508433035805
n	0.00444633627895	0.02463803056	0.806352368639	0.15532571784	0.00923753318602
t	0.00861515159298	0.0312942568533	0.598115846213	0.35305614928	0.00891859836201
a	0.00876973759433	0.0225638605411	0.306928358738	0.611397966427	0.0503400935873
t	0.00530907992811	0.00925878377037	0.169642972913	0.752517022142	0.0632721828824
e	0.0041376168817	0.00475513813512	0.0986956926377	0.861929474047	0.0304821329808
c	0.0018011469329	0.00247110395671	0.0572007558792	0.918976191349	0.0195508766353
h	0.00109775942763	0.0050208700189	0.0536324099597	0.93369883045	0.0065501687601
ù	0.000450057666443	0.00519702303963	0.0355792366532	0.954442056817	0.00433163649337
d	0.000289122756048	0.00249722757988	0.0234013915511	0.968735945606	0.00507633236446
d	0.00647982564535	0.0103843857266	0.052919356517	0.919934661869	0.0102817826548
h	0.0277855195485	0.0363846659089	0.111736964172	0.812326863956	0.0117660088183
i	0.0286639110262	0.0360841818496	0.094055769774	0.522203545985	0.318992620206
</S>	0.0143637872781	0.0180794057448	0.047474007462	0.289843694992	0.630239130103
