 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.94305105	0.0157596775	0.0363999285	0.0028423646	0.00034906731	0.000173898575	0.000188140365	8.6199295e-05	0.00018903962	0.000147392445	0.0002577465698	0.0001733597625	0.000102868616	0.00027912814648
n	0.646726148667	0.0135720391667	0.2520471045	0.0837378246	0.000510040816667	0.00148140593167	0.000199389335	8.60328793333e-05	0.000363619243333	0.000258076695	0.000285435549933	0.0002677518375	0.000179906018667	0.000285123788827
è	0.234082311556	0.0663193507222	0.4324075015	0.1379450982	0.00227589433889	0.00282226821056	0.00203067983167	0.00457579667411	0.00720261954778	0.004815921165	0.0129671566766	0.0124115045292	0.00837949969622	0.0717643883229
r	0.121685080519	0.0864728629074	0.490522953833	0.114394067733	0.0031788426463	0.00225034820352	0.00288240739722	0.0061111536847	0.0181388638493	0.00711504878833	0.0193754597589	0.0177699653431	0.0118876002321	0.098215351441
t	0.0806790135063	0.0386929641025	0.563236087944	0.226416540911	0.0019583419021	0.00236758926784	0.00132402453574	0.00211197172823	0.0168279802831	0.00495451466278	0.00908524741963	0.010776192281	0.00603720394403	0.035532298227
i	0.0359728531688	0.0585838718342	0.536284712648	0.32560370697	0.00265365828737	0.00276496212261	0.000700887705247	0.00075042158341	0.00755756407437	0.00334083393759	0.00346461116221	0.007039558872	0.00322944214201	0.012052872709
s	0.0138517712563	0.0775731972781	0.451803810883	0.42900534899	0.00706059126246	0.0069210618742	0.000516461055082	0.00030281849847	0.00286162612479	0.00128186677586	0.00118278181507	0.002418194549	0.00115598680467	0.00406443859253
e	0.00699688661877	0.108521782426	0.370910976961	0.474871169663	0.0211880137542	0.0114710312914	0.000734932828361	0.00023463976949	0.00131211052826	0.00059143553462	0.00042937491569	0.000874247212	0.000464774425223	0.00139863850038
s	0.00515517347292	0.107739331809	0.284538985654	0.550390943221	0.0276934722514	0.0211461977638	0.00078548367612	0.000223462106497	0.000796989342753	0.000308394990873	0.000178182387563	0.000336824409667	0.000194943308741	0.000511677061127
e	0.00406703022431	0.0588528549363	0.156174238551	0.582130961074	0.136147223084	0.0560181292546	0.00394873405871	0.000679146418832	0.000985934414251	0.000281808733624	0.000163080246188	0.000181663119889	0.000114925984247	0.000254313181376
t	0.00424396074144	0.0407225247121	0.094290119517	0.594396030358	0.173863674361	0.0843455897515	0.00514938969624	0.000950111872944	0.00119585153808	0.000277945357875	0.000169298120729	0.000132111903296	9.10004660823e-05	0.000172434889459
t	0.00599667344715	0.0176715406374	0.063993630839	0.756336893453	0.073570972787	0.0765943745838	0.00259305290875	0.000698497300981	0.00138901374603	0.000470049779292	0.000127300935576	0.000224571354432	0.000254238952027	7.92283014863e-05
à	0.0281604961491	0.0215751828791	0.062939574613	0.660151731151	0.051892318929	0.0794413361946	0.00655591496958	0.00846123084366	0.0448543032487	0.00262011542643	0.00393690747519	0.00255159103481	0.00310262871734	0.0237566943765
a	0.0327268192217	0.0199829259597	0.0420518951377	0.354525940717	0.195844939643	0.148578748732	0.0440150999899	0.0246553592812	0.0810957057496	0.00557927740881	0.00819315549173	0.00553231954494	0.00445323053911	0.0327646021255
n	0.0111082217692	0.0073515469199	0.0150870980126	0.149695437239	0.239775971214	0.403294686244	0.05542397733	0.0246069169271	0.0632420375832	0.00570201670294	0.00591406068391	0.00446995568165	0.0022590433797	0.0120690315818
d	0.00671679611307	0.00741587590663	0.0106999570375	0.0987199690797	0.105620368405	0.604256232081	0.0398080597767	0.039947972809	0.0645620368611	0.00926791236765	0.00253450101464	0.00361061762722	0.0026431592599	0.0041965414006
