 	è	che	stanno	ancora	alzati	</S>
è	0.71741275	0.095880489	0.00693716862	0.0309140198305	0.0373051853966	0.111550389224
n	0.397943772333	0.305794989667	0.10985749454	0.0366119996102	0.0373356280789	0.112456082075
a	0.161665526444	0.593417756556	0.170287651513	0.0197119393034	0.012840760173	0.0420763136917
s	0.0815104594813	0.775730398852	0.111566230504	0.0088155175678	0.004662052051	0.0177152792979
t	0.0436807321604	0.879411616284	0.065734551168	0.00369007318927	0.00157191230547	0.0059111192272
a	0.0270545674868	0.749934388761	0.216752091389	0.00322596736309	0.000614375313623	0.0024186352363
s	0.0272941975956	0.633902129587	0.333244833796	0.00399156145436	0.000303227845541	0.00126404435877
ù	0.0283898158652	0.463783124196	0.478610204599	0.00897916248479	0.00152878163951	0.0187088819663
n	0.0133490692217	0.176759301399	0.766104434866	0.0148545844949	0.00197427809317	0.0269583089888
e	0.00587821330057	0.0743296383663	0.607671411622	0.274202090165	0.0154311955777	0.0224874609963
a	0.00221621398352	0.0258047312221	0.249437427874	0.662439063388	0.0411450305259	0.0189575458988
n	0.00207005848451	0.0128749569407	0.095895258958	0.840109314463	0.042026897842	0.0070235319096
k	0.0376465667282	0.132707382647	0.0552472796527	0.746892788154	0.0239907552807	0.0035152520132
ò	0.0488363987761	0.168916674849	0.103980480884	0.421640259385	0.0183235987602	0.238302606671
r	0.022063062792	0.0599547194163	0.172418273628	0.379650129795	0.0219919415867	0.343921897557
a	0.012701144424	0.0235617828721	0.124778538509	0.361914342265	0.257106750529	0.219937464519
o	0.00439742597467	0.00833250893737	0.0419946101203	0.143143009422	0.64672426351	0.15540815584
r	0.0121197676649	0.0349301650591	0.0150358538908	0.066914769474	0.77887272117	0.09212669628
t	0.028012246555	0.0924818216864	0.0275727051636	0.052816073158	0.666856427057	0.132260732093
ì	0.0228630389183	0.0801695709955	0.0470770517212	0.0683624377193	0.415269960352	0.366257910698
</S>	0.0116470155592	0.0408993811477	0.0480541308606	0.0808132438596	0.251589207176	0.566996955349
