 	io	non	ho	cosa	da	mangiare	</S>
e	0.97249543	0.026474943	0.00023683598	0.000309491505	0.00011487986	0.00022983131	0.0001386406933
v	0.913813076667	0.0419379403333	0.00296018373333	0.0375446310383	0.00264132763667	0.000948907746667	0.0001539607711
ò	0.648159175556	0.157589512111	0.0316515475778	0.0644451123461	0.00874685754556	0.00631576171556	0.083092057337
e	0.304746682519	0.452224170704	0.0627448258593	0.050398750782	0.00954407151519	0.00785678410519	0.112484713446
n	0.158763101506	0.483715433568	0.0747844306198	0.230818201594	0.00849033050506	0.00414980840173	0.0392787038953
è	0.108845908169	0.235958797856	0.176788878873	0.381342183865	0.017480335835	0.00644002463391	0.0731438930451
c	0.0959849270563	0.196456925952	0.190310646291	0.408415614622	0.017444127545	0.00641921427797	0.0849685709484
h	0.151749859019	0.163282352651	0.0792668454303	0.560276071541	0.0111147614483	0.00507652615932	0.0292336036495
o	0.116436625186	0.063149304217	0.127556628477	0.61969073718	0.0560660711494	0.00568927738644	0.0114113536165
t	0.041496492242	0.0318244670723	0.144536237159	0.575870925727	0.19516018705	0.00599036812881	0.0051213140225
i	0.0166053859307	0.0205872750241	0.062960020053	0.389930610242	0.419474489017	0.0870348010429	0.00340739015783
è	0.00602046796023	0.011476343108	0.0326387450177	0.163749355081	0.584681896339	0.150932080348	0.0505011017193
n	0.00276055868674	0.00712131780267	0.0197996746726	0.137141905027	0.646579865446	0.120339655449	0.0662570319064
a	0.00132976054808	0.00327440141756	0.0110882169509	0.108532125859	0.459546601815	0.386616883816	0.0296120169688
f	0.00911410926853	0.00684566028919	0.0068492617103	0.0456275841363	0.331964947272	0.583744094605	0.0158543608563
à	0.0117421848948	0.0083966328964	0.00664608590343	0.0276786370454	0.295290537424	0.548705208202	0.101540727152
o	0.00395079974323	0.00317866504147	0.00358968139114	0.0123123953971	0.117364351341	0.707861646067	0.151742455717
</S>	0.00197631683106	0.00159313843473	0.00186394483057	0.00619597077155	0.0614582014705	0.818264073034	0.108648332859
