 	non	sapeva	dove	a	stare	</S>
e	0.94517585	0.0500316025	0.0035098797	0.000356699046	0.000184098602	0.000741915621015
n	0.630150211167	0.3437215765	0.0214871031333	0.000580734948667	0.00331407280067	0.000746323546005
ì	0.216409048889	0.735212328833	0.0374581360444	0.00140994674956	0.00451701771689	0.00499355818767
s	0.078828315963	0.878461659611	0.0323366880148	0.00185394598319	0.0018374126623	0.00668194884256
s	0.0338515056543	0.874813396537	0.0787737886716	0.0022117367944	0.00780560286077	0.00254393738085
e	0.0247922482181	0.559710810512	0.385362992891	0.00774434649813	0.0197143542869	0.00267526978028
r	0.026986532406	0.201811917171	0.70700541763	0.0133856488327	0.0481226880956	0.00268781544676
e	0.0248287171353	0.0759162238903	0.747517342543	0.0637369689442	0.0813914413652	0.00660929633559
p	0.0192963130451	0.0326451861301	0.705395977514	0.0841690676481	0.150574585788	0.0079188729212
u	0.0157868346817	0.0175276424434	0.527005459171	0.159203873883	0.270109961929	0.0103662407831
n	0.0111278732272	0.0122403055478	0.32845852639	0.189821272961	0.44716330731	0.0111887140524
a	0.00579566860907	0.00976072018593	0.19981264913	0.104382192654	0.671348689103	0.00890005147547
s	0.00300349340302	0.00434220869864	0.0893063233767	0.068444023218	0.826751496368	0.00815242475182
t	0.00276373013434	0.00605959286621	0.0725205144589	0.037454054406	0.878433848789	0.00276827006727
a	0.00215754720478	0.00558081101507	0.0502086814196	0.0217678834687	0.915144156263	0.00514092924576
s	0.000968606274927	0.00250167759802	0.0247585794065	0.0113222618229	0.954487608754	0.00596124162192
ì	0.000972402804976	0.00210765676601	0.0186146648022	0.0252762852743	0.745467659585	0.207561309414
</S>	0.00114899390249	0.002007598933	0.0137910464011	0.0409405851372	0.530041214792	0.412070569707
