 	le	melanzane	vogliono	ee	girate	</S>
t	0.763935785	0.176296863	0.04333419425	0.007934830465	0.008140427105	0.00035792790954
e	0.651448385	0.221333281	0.100138591417	0.0153921724883	0.00856340846833	0.00312418986985
s	0.615580961667	0.265690603667	0.0957091018057	0.0131428791628	0.00603791158944	0.00383858777462
m	0.592171267222	0.354857944556	0.0409757402686	0.00514630762093	0.00553723126315	0.00131154544374
a	0.420590404407	0.555382401519	0.0184116925895	0.00228339737364	0.00281127362105	0.00052083605878
r	0.179506968802	0.80801605384	0.0086569616965	0.00138420795788	0.00209685300702	0.000338912162927
a	0.0789506202673	0.897974487947	0.0148966562322	0.00401734621929	0.00229071383567	0.00187014955431
n	0.0353086187558	0.921992162649	0.0314918027441	0.0056808705731	0.00311142944522	0.0024151179381
g	0.0721076062519	0.879278604216	0.0354353369147	0.0051650535577	0.00667746948174	0.00133589489937
i	0.0982848837506	0.832451158072	0.0359284156382	0.0147759783859	0.0126640618272	0.00589549419979
à	0.22387965625	0.623153412691	0.0946712842127	0.026470407462	0.0121624078424	0.0196628425666
n	0.269541122083	0.36577173423	0.308221774738	0.0263262038207	0.00906385884747	0.0210753150222
e	0.113243072531	0.220997635743	0.547163111579	0.0790791226069	0.0186598396158	0.0208572158407
t	0.0414400890137	0.149304339581	0.666651237193	0.093134230869	0.0304384215386	0.0190316719902
è	0.0177837234046	0.11559402676	0.794809495731	0.0403017519563	0.0225739325895	0.0089370403734
l	0.00800919870153	0.04409138082	0.902499648577	0.0265407569854	0.0108175692732	0.00804143369113
u	0.00441702441718	0.0194698974067	0.634107774526	0.295522726995	0.0296754384244	0.0168071251304
n	0.00840022615573	0.0183583612689	0.299024913175	0.458916482332	0.197809302808	0.0174906732435
e	0.00971468560508	0.0178579575496	0.174270787725	0.507699420777	0.282745890936	0.00771125884783
e	0.00325913293386	0.0061604116032	0.0676762282417	0.721693460259	0.194022820312	0.00718795984928
e	0.00111966814362	0.00233352276107	0.0278511259472	0.71839885342	0.239332393437	0.0109644606164
v	0.00232952826787	0.00218474285369	0.0117716689157	0.469676434473	0.504686417812	0.00935125715213
o	0.00271732815976	0.00200878661123	0.00485026619857	0.210439571491	0.771473705937	0.00851037099738
t	0.0119198615571	0.0179579561971	0.00326474455952	0.10064003883	0.857827901979	0.00838949646579
i	0.0149883687069	0.0232756402324	0.00268154071317	0.05205358461	0.887616083993	0.0193847746219
m	0.0054869303568	0.00915001124413	0.00110030218106	0.0332947975367	0.928233644664	0.0227343175406
m	0.00269856565227	0.00664796141471	0.00330754914369	0.0269755785122	0.952690381555	0.0076800069102
è	0.00128378363176	0.0044425538199	0.0042436683479	0.0470724495041	0.855241410518	0.0877161987001
n	0.00266033869159	0.00372264362163	0.0085149617493	0.0866699065014	0.640586673506	0.257845516233
e	0.00320185242053	0.00361771549388	0.0103608042831	0.0889467798338	0.453582077835	0.440290768744
</S>	0.00172912149526	0.00202295867694	0.00634432169155	0.0689711914169	0.384532688918	0.536399704372
