 	ho	finito	di	scrivere	</S>
s	0.04756112	0.933036	0.0127710133	0.00662579665	6.01353385e-06
p	0.0212222486667	0.96099422	0.0123085384333	0.00547165965	3.31331731667e-06
ì	0.0218113928889	0.95781652	0.0111075464778	0.00501017798333	0.00425436031357
c	0.025763154963	0.953977253333	0.0107674501593	0.00377181634944	0.00572026519786
c	0.012827729841	0.977829117778	0.0060600380531	0.00132600686348	0.00195703622362
e	0.0133925998003	0.962497539259	0.021996723351	0.00136914291316	0.000743991458873
t	0.0184347662668	0.830366079753	0.117242471117	0.0336173242044	0.000339394908858
s	0.0181725934223	0.692938706584	0.189804173706	0.0989667980681	0.000117741939853
a	0.0198225278074	0.444699005195	0.395855284569	0.135625962689	0.00399726484762
à	0.0272427332691	0.152847814265	0.69542617819	0.107462866563	0.0170204616159
t	0.027021394423	0.059185528955	0.738925599397	0.156544104521	0.018323426872
s	0.0162838114743	0.0301648503183	0.571180569799	0.37530413484	0.007066708234
e	0.00880273924477	0.0140839181984	0.3022022706	0.660822661613	0.014088482688
g	0.00392788116826	0.0062261056918	0.1123296432	0.861128080538	0.0163883562316
r	0.00472895082275	0.0062942154306	0.0876992867333	0.895795320179	0.0054822547621
à	0.0174505027076	0.0075380768102	0.212444675578	0.717387646726	0.0451790916034
t	0.0201058861025	0.00633713993673	0.226223035193	0.679707472242	0.0676264605345
s	0.00939270290083	0.00722928297891	0.119890856398	0.830770270747	0.0327168754115
i	0.00491311407361	0.0073482663263	0.0714437580327	0.739934686916	0.17636016037
</S>	0.0025739711968	0.00503671466315	0.0374004958664	0.620040118458	0.334948690185
