 	il	muro	vuole	uno	specchio	</S>
o	0.94927645	0.041941435	0.0022749252	0.00290353103	0.00190713815125	0.00169644487299
t	0.653982827667	0.316285885	0.0151572928667	0.00894510301	0.00392652658375	0.001702288085
ì	0.252086901889	0.708440578333	0.0217460566222	0.01058602867	0.00355713779458	0.003583301489
c	0.11783841663	0.833291449444	0.0378852245407	0.00508944870333	0.00154909311153	0.004346424323
h	0.06645627321	0.796279763148	0.0946987281802	0.00513084671444	0.0357795007172	0.00165492076433
o	0.04346079107	0.617979277716	0.26075619606	0.0295496329048	0.0472735973824	0.000980510551443
t	0.0325366813567	0.424803109239	0.475322205353	0.0480483726349	0.0185942926041	0.000695349162481
è	0.0183789553189	0.298836519746	0.621807888451	0.044033467545	0.012490489868	0.00445267023283
l	0.0103924914063	0.161449969149	0.77476409615	0.0302734066483	0.017245103956	0.00587491081094
i	0.0053681295421	0.0563193151163	0.633455658717	0.282990218016	0.0170800953187	0.00478655767031
n	0.00410648765403	0.0209140188721	0.305959239572	0.641921359339	0.0228241021062	0.00427473898344
a	0.00361128763134	0.00907469036403	0.145045386857	0.809656626446	0.0305669907021	0.00204498328781
n	0.00266450545711	0.00460032352801	0.0576569062857	0.907277495482	0.0264930665674	0.00130775206594
g	0.0072603294857	0.0167843965093	0.0415074207619	0.915342688494	0.0186312726225	0.000473966105313
h	0.0219199528286	0.0501598258364	0.130108528587	0.754507542831	0.0430697606408	0.000234442001771
i	0.0223312204095	0.0476520914088	0.158809216196	0.70859068761	0.0597750758803	0.00284178065392
a	0.0080346931565	0.0159392784976	0.0720232734987	0.85509134587	0.0374651326268	0.0114462885513
l	0.0040882705055	0.00742761206387	0.0264191739329	0.92198373529	0.0282319182089	0.0118492472504
ì	0.0030297142685	0.00491859258796	0.0774135859776	0.68403148843	0.0870565517363	0.143550043483
</S>	0.00206292093425	0.00296184614398	0.140532552989	0.425635779215	0.147975640868	0.280831236742
