 	non	ti	dimentichiamo	mai	</S>
e	0.83288018	0.159242955	0.00161887355	0.0022679709114	0.0039900648995
s	0.521839201667	0.304468858333	0.167380866383	0.00229422833047	0.00401685928983
e	0.199461110222	0.564894126111	0.229179365461	0.00304364970349	0.00342175408661
a	0.092204474074	0.80360339537	0.0956404451537	0.00465839526783	0.00389334769554
l	0.0503672566913	0.58867777079	0.355965895051	0.00297300631261	0.00201611050385
l	0.0374253355638	0.224720957263	0.736114151684	0.0010405683562	0.000698972054617
i	0.0320183925213	0.114558597088	0.819052593895	0.0295186333807	0.00485177196621
m	0.0175700444404	0.0676264983627	0.869577294632	0.0389942257672	0.00623195170664
o	0.00806773538013	0.0282039567876	0.932373584877	0.0285700908961	0.00278463642011
n	0.00440155942671	0.0161999235959	0.952176908292	0.0255372788654	0.0016843089267
ù	0.00699780564224	0.0646743211986	0.748863999431	0.0978578891885	0.0816059562956
m	0.0112940283807	0.0823920080662	0.671964796477	0.12414468573	0.110204471765
e	0.00867259956623	0.0333281559554	0.543452049159	0.36412512791	0.050422110255
m	0.00397110112808	0.0145675097518	0.51121798672	0.441740283937	0.028503155195
à	0.00243752552269	0.00860523858393	0.505025897573	0.424812392612	0.059118940175
i	0.000857804562563	0.00322398882131	0.174422206384	0.740797487537	0.0806985033917
</S>	0.000432707393781	0.00163878860066	0.087279410982	0.853212878769	0.0574362116959
