 	ora	ho	finito	di	scrivere	</S>
à	0.9625495	0.0055239501	0.00666308145	0.00317404635	0.00128592924	0.0208034546005
r	0.633980485667	0.00984617126667	0.32528427765	0.00816807468333	0.00173264188	0.0209883066768
t	0.216026086222	0.0109304380889	0.69860841255	0.0390345475611	0.0281866794267	0.00721382964893
e	0.101452214074	0.0942590886963	0.695139737517	0.0599834975204	0.0441934461422	0.00497200349631
s	0.0609881265247	0.137098134565	0.733181745839	0.0398857848401	0.0246520242807	0.0041941668971
p	0.0217528927082	0.063178413055	0.88190472528	0.0192367848134	0.0125272095602	0.00139999402651
ì	0.00817316753607	0.0616958092183	0.892502285093	0.0195621891378	0.00949676842007	0.00856978900465
c	0.00513768427869	0.0646706159061	0.892230095031	0.0204043347126	0.00649339892002	0.0110638384415
c	0.00933037425956	0.025952799702	0.94746166501	0.0110283515709	0.00243145202001	0.0037953195995
e	0.00903962588985	0.0195634004673	0.92603567167	0.0403256071903	0.00347243660667	0.00156320397883
t	0.00316457472662	0.0183998711558	0.818345307223	0.12050097573	0.0387722455356	0.000816990800443
s	0.00117524362554	0.00953548038527	0.730729685741	0.155399485243	0.102883718512	0.000276387863814
a	0.000467700471847	0.00909898146176	0.479864636247	0.353718195081	0.152189789504	0.00466070817744
t	0.000512497630616	0.00783741518725	0.247100636416	0.518253931694	0.220172926501	0.00612258591781
s	0.000536060910205	0.00445333176242	0.269985728805	0.420139677231	0.302837548834	0.0020476458646
e	0.000240517900068	0.00416524235414	0.194161815502	0.39122543241	0.406201196278	0.0040057899882
g	0.000146003230023	0.00326416713138	0.074141179734	0.31403706747	0.603754425426	0.0046571528194
r	0.000337451576674	0.00170969239046	0.0453264319113	0.18085199249	0.770189811809	0.00158463332647
à	0.000447243848891	0.00816915056349	0.0311662843038	0.29073465083	0.641242593936	0.0282400836722
t	0.0010796181063	0.0111364295212	0.0175563261013	0.34560391361	0.577860264645	0.0467634328907
s	0.00282822443543	0.00572557430707	0.0116542463671	0.202749284537	0.750942588215	0.0261000827636
i	0.00259025010181	0.00267492745569	0.00713894498903	0.100666336612	0.783624096072	0.103305436055
</S>	0.00132383878591	0.00139030805785	0.00410967679452	0.053033505956	0.747847248036	0.192295378028
