 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.670899325	0.31882933	0.00687714725	0.00158034622	0.000425063845	0.000510508025	0.0001591160845	9.22826675e-05	0.00062683017785
j	0.433450341667	0.454624023333	0.0868880304167	0.00428195904	0.0119168455317	0.000907900241667	0.00621493732817	0.00108264022917	0.00063327264395
i	0.250544917222	0.600783754444	0.116889157472	0.00493215814667	0.0157155145772	0.000823014013889	0.00856625897606	0.00137811247639	0.00036707281265
n	0.145403446407	0.745765551481	0.0938073364907	0.00272000138222	0.00714397882573	0.000456626847963	0.00384337409202	0.000586752775463	0.000272945147217
è	0.088548057469	0.799841903827	0.0873555328302	0.00287421356074	0.00511734260858	0.00120651529265	0.00429619693067	0.000830302141821	0.00992997324541
k	0.162092093823	0.752459754609	0.0580406129434	0.00312406548691	0.00380245146953	0.00150333023088	0.00430712071022	0.000836925937274	0.0138336908818
a	0.160857358608	0.629064518203	0.167424498981	0.0186239328956	0.00482875355651	0.00271387451029	0.00373296597007	0.000635749369091	0.0121183594273
p	0.062932588536	0.388365860734	0.45173261966	0.0386439332985	0.0285027604188	0.0044128286701	0.01049472699	0.0040390211897	0.0108756269278
u	0.0245241772787	0.150213411578	0.724737806553	0.0402479834328	0.0360889506729	0.00325487129003	0.01208477193	0.0049855808499	0.00386245432793
l	0.0113616211929	0.0657291251927	0.823039885518	0.0439224831443	0.0369770357576	0.00217057529668	0.0114774012433	0.0038038204033	0.00151810509498
i	0.00672016601763	0.0276593288642	0.840963121839	0.0666468650481	0.0397317562525	0.00219266766556	0.0118895662478	0.00347940563443	0.00071714505066
z	0.00472487852588	0.0157632354214	0.85438201728	0.0719550003494	0.0405316130842	0.00195250295519	0.00815411734927	0.00207428064481	0.000462353333553
z	0.014764207742	0.0240084418071	0.855797522427	0.0466650101165	0.0465579086947	0.00135109355173	0.00892353088309	0.00175283471494	0.000179461410351
è	0.0188212965807	0.0255993584357	0.818080757476	0.0658601467055	0.0464751715649	0.00299482278391	0.0175864166277	0.00245026000498	0.00213177371928
i	0.0093889464329	0.0126252502019	0.540495054492	0.336718748902	0.0634410215216	0.0085336432613	0.0227798732092	0.00265102573499	0.00336643583976
o	0.00314153983597	0.00431700078397	0.209475992831	0.663315816301	0.0820314271739	0.0193508304204	0.0152173089364	0.001303914295	0.00184614483992
s	0.00197764356432	0.00241733908799	0.0857185966103	0.545898138767	0.327382532391	0.0204098828068	0.0137480411788	0.001665382515	0.000782394449973
p	0.00335955118811	0.004756831696	0.0470772255368	0.267153256256	0.595391880797	0.0132745732689	0.0631130150596	0.00557505073833	0.000298583752324
ì	0.0029564405027	0.00475133784533	0.0337056808456	0.232567068752	0.605815740266	0.021081838423	0.0863479556865	0.00687456494611	0.00589934097644
t	0.0018575602409	0.00333006732844	0.0240054296152	0.274404049584	0.598824280089	0.0389178518077	0.0459351552288	0.0043819635487	0.00834361665881
i	0.00143464003397	0.00274971264515	0.0120834222851	0.216643384528	0.477309886696	0.239744898603	0.0413716764096	0.00468442161623	0.0039779348196
o	0.000484228262657	0.00094743727405	0.00421989309837	0.120016534843	0.279622912232	0.514401116201	0.0731214141365	0.00512449220541	0.0020619624832
à	0.000164740709219	0.000332605942017	0.00152482332279	0.0649102209477	0.202781017411	0.509222508734	0.213071174712	0.00434249783514	0.00365037243773
n	0.000430552427073	0.000393987941339	0.000828484487597	0.0322506111492	0.212175045804	0.442845899578	0.295796584904	0.010769670945	0.00450909311258
t	0.00104499910902	0.00162845578045	0.00187919084253	0.0143445974831	0.198372945268	0.341862153193	0.394611411635	0.0442392636483	0.00201696982419
r	0.00221207700301	0.00561608632682	0.00469809061418	0.00769450276103	0.112617197089	0.159646295064	0.633894587212	0.0728715045494	0.000749680638063
e	0.00208028696834	0.00574054928061	0.00431808891139	0.00479752962034	0.0447553140297	0.127374635688	0.651318039071	0.138883601516	0.0207319894227
p	0.00484868629011	0.00590808293187	0.00358261301046	0.00345503390678	0.0217475816766	0.129500041896	0.589705366357	0.213814123839	0.0274385078842
o	0.00576745332237	0.00595561709462	0.00331376674149	0.00284883603559	0.0134625221589	0.097575320632	0.611668198786	0.24658155128	0.0128267533714
d	0.00570377349979	0.00811228748221	0.0047375963185	0.00227964687853	0.00836304965297	0.066154474544	0.597736566262	0.298935680427	0.0079769349438
è	0.00568097171153	0.0088300184344	0.0052204081895	0.00398095689284	0.0105091758843	0.0369238755147	0.652585868754	0.265521723476	0.0107470151346
g	0.00291943594878	0.00518138451847	0.00285827427983	0.00510406353095	0.0115825289614	0.0504418248382	0.652070469585	0.240780191159	0.0290618573782
g	0.00276258031626	0.00648606460616	0.00364591682661	0.00385353351032	0.0109992463205	0.0484666602794	0.657930143195	0.238546270386	0.0273096004061
h	0.00214889280542	0.00507801610205	0.00390045387554	0.00299641223677	0.0105049961068	0.0214196754265	0.740501087732	0.204182606795	0.0092678282787
e	0.00119147078681	0.00210350446168	0.00245498766185	0.00233190574559	0.0070883174356	0.0116247228088	0.525102787911	0.365211052265	0.0828912196229
</S>	0.000613574620905	0.00107981002234	0.00132793738593	0.00161131412279	0.0040974873178	0.0087608479044	0.301948901955	0.519434926132	0.161125194811
