 	dove	aveva	per	stare	non	aveva	</S>
p	0.946973355	0.050133632	0.00171497358	0.00070210151	2.95874775e-05	0.000446056737	4.05849215e-07
u	0.757197748333	0.232389840667	0.00595760752667	0.00125302877	0.000341396769167	0.00109486184567	0.00176558679997
ì	0.402760468444	0.577284163556	0.0123660498422	0.00163028759	0.000592186403056	0.00132222191522	0.00404464906666
c	0.166862211815	0.805197377852	0.0207354359474	0.00273200906333	0.000415518011019	0.00100165020507	0.00305574295555
h	0.080765863605	0.884767262617	0.0267474659825	0.00364518625444	0.000248938867006	0.00278844996836	0.00103678133885
e	0.0407248438683	0.645245668872	0.239022767327	0.0637854206515	0.00215841074234	0.00816941565612	0.000893489366617
n	0.0219850069561	0.270190929624	0.514764242442	0.176977790217	0.00301347117078	0.012222523552	0.000846025433539
a	0.0104738220187	0.110260445408	0.523459034147	0.284465453406	0.0532386927469	0.015280497184	0.00282202262251
s	0.00881791770623	0.046909015336	0.442553794716	0.411658164469	0.0701005863823	0.0164761053947	0.00348441847184
t	0.0162761015687	0.047615695112	0.415133838239	0.47928650149	0.0238751281074	0.0166385591316	0.00117418922361
a	0.0142662842062	0.0403101586373	0.31110986808	0.53037533383	0.0845768132158	0.0176120487105	0.00174951820987
s	0.0143947360854	0.0271759764791	0.22392600136	0.600480521277	0.106005974972	0.0260742755702	0.00194255794129
ì	0.0149861226951	0.029417475493	0.163148646787	0.480527900426	0.169841152224	0.11967719319	0.0224015445184
e	0.00561832875737	0.016474969221	0.0585121579623	0.240387692142	0.502062524075	0.146960261063	0.0299840977395
n	0.00726334811146	0.00925295646367	0.0282188726874	0.122936586047	0.502162194692	0.319313987021	0.0108521042798
ì	0.00784982288549	0.00729079208789	0.0184934179625	0.0761201436823	0.217710748231	0.621901865674	0.0506332435599
c	0.0030354112435	0.00318043721596	0.0181574590542	0.0632724328941	0.130121582744	0.718106088558	0.0641266083533
h	0.00164001636117	0.00168499059199	0.0213057473514	0.060242230298	0.073385048248	0.820025916186	0.0217160670731
e	0.000860759483723	0.000936182813997	0.0113319343171	0.0243753900993	0.0374998910827	0.782764205395	0.142231616146
</S>	0.000526714016862	0.000528536931998	0.00613675845855	0.0143284760496	0.0379685020414	0.666937852698	0.273573118073
