 	sto	e	cucino	</S>
e	0.9519537	0.0164398705	0.0173625782655	0.0142438922261
s	0.682317373333	0.286025281167	0.0173899688165	0.0142673973887
t	0.595549797778	0.393759637056	0.00589790026017	0.00479269719023
è	0.554229942593	0.397195455685	0.0125498373467	0.0360248038107
c	0.265396664198	0.673070308562	0.0148580656322	0.0466750078702
e	0.124892076733	0.726098346187	0.117712497394	0.0312970982234
m	0.054131955911	0.768002815396	0.151941583275	0.0259236660751
a	0.027892072787	0.592599005132	0.320715025235	0.0587939096924
r	0.0355017467457	0.513640701711	0.380825163745	0.0700323923641
è	0.0883440655819	0.576134923904	0.260968523248	0.074552476588
o	0.0799365458563	0.293993039441	0.538188701083	0.087881681196
</S>	0.0399833589217	0.147124881931	0.750787050541	0.062104689098
