 	non	ha	mangiato	mai	un	rustico	</S>
e	0.9127939	0.076198523	0.001956751085	0.0011437303742	0.0047066792985	0.00193625846	0.00126411255026
n	0.598583438333	0.367252217667	0.0129869889283	0.0012475964014	0.0052588825995	0.01338134622	0.00128955340342
è	0.219244872111	0.663142385889	0.0324443469761	0.0100763520771	0.0180695766998	0.0193144780733	0.0377080327878
c	0.126157361704	0.733644741963	0.038735729992	0.015078574259	0.0242457632333	0.0101770405911	0.0519607827626
h	0.101262352568	0.691857047321	0.062898273664	0.009623177653	0.0780481100778	0.0357477527637	0.0205632858542
i	0.0552248645227	0.43014131244	0.327539966221	0.0307263068843	0.0979848373593	0.0455489406879	0.0128337810514
f	0.0379330131742	0.191734918813	0.553227555407	0.0378007704614	0.0462908451198	0.123805357996	0.00920758462047
a	0.0308314540581	0.0864740230377	0.466429775136	0.21344131032	0.0389113197066	0.157342990332	0.00656914514349
m	0.0310107260194	0.0569191611126	0.442733315045	0.27732556844	0.0423361869022	0.143979871111	0.00569514698116
è	0.0301546039065	0.0467641795042	0.352397651682	0.333478207813	0.0898277966341	0.14054121537	0.00683632759372
n	0.0105361955888	0.0183653006347	0.163897155561	0.448271052604	0.276225738878	0.06913478079	0.0135697641979
a	0.00373045981893	0.0078051720569	0.0790957137203	0.431714967535	0.414739806293	0.04973437093	0.0131795063326
m	0.00397999417564	0.0151937061976	0.0794149414401	0.324778821178	0.365400518764	0.204532423643	0.0066995863342
à	0.00406619741521	0.0176874624592	0.0802029101467	0.128922605726	0.451531429588	0.308993477881	0.00859592373473
i	0.00137125597474	0.00594638788873	0.0286618073356	0.0943435219087	0.619570676529	0.235849512627	0.0142568355782
è	0.000477776737913	0.00202813683191	0.0117239766319	0.0751003786362	0.547401008843	0.326253977542	0.0370147368594
n	0.000327565159304	0.0011737353373	0.0084419167773	0.0387804758787	0.367625216281	0.541375359181	0.0422757619531
a	0.000274472906435	0.000875216182433	0.0054014560191	0.0201143756262	0.20244814176	0.678271666394	0.092614703651
n	0.00195577140881	0.00275295159748	0.0034065359997	0.0108433873754	0.0756620442533	0.798345888798	0.107033436717
r	0.0090945363696	0.0306721945325	0.0131015715666	0.0044425479918	0.0384855020844	0.868006549599	0.036197107199
ù	0.00963076444253	0.0375483424118	0.0161538975222	0.0283778746973	0.0937652406948	0.771156016533	0.0433678685263
s	0.00366891506684	0.0132072845716	0.0114605731741	0.0408590675658	0.132394456898	0.741907438844	0.0565022588421
t	0.00392018595561	0.0203882463905	0.041042386058	0.0227755791886	0.092365947966	0.788170912948	0.031336748614
i	0.00357031319854	0.0221406562868	0.0463265900193	0.0134295709962	0.048308808322	0.630043937649	0.236180142538
k	0.0119917416128	0.0651899509189	0.0372965480064	0.00746484259873	0.0266671501073	0.54820551255	0.303184271813
o	0.0147960548176	0.0795463483263	0.0343333221355	0.00874219119958	0.0205028379024	0.503101214183	0.338978034904
</S>	0.0074207713288	0.0398439461932	0.0174566952678	0.0119582535998	0.0129767747512	0.384532222092	0.525811317452
