 	è	che	è	entrato	da	qui	</S>
è	0.66316916	0.27072597	0.03359335695	0.00164829441	0.002284758348	0.00244292785	0.0261355101756
n	0.369749177333	0.518082356667	0.0393308589833	0.0328490851367	0.00521428684933	0.00834209518333	0.0264321232019
a	0.152563780444	0.634754118889	0.139991214328	0.0447988912122	0.00673344384978	0.0102708417278	0.0108876758773
m	0.074259014148	0.480952316296	0.170699988109	0.252174113237	0.00902602901659	0.0074781524426	0.00541034001467
b	0.035730517716	0.313445625432	0.135424036036	0.494816691079	0.0127710716722	0.0060066168142	0.00180541062612
ì	0.022509438572	0.203938385144	0.195876345345	0.41020044036	0.125167108224	0.0387479694047	0.00356029377437
k	0.0128302755907	0.107032015048	0.143348657448	0.50899107012	0.170710098741	0.0527917998016	0.00429607867812
e	0.00540852496357	0.048340780016	0.0556519081493	0.485162163373	0.327473002247	0.0738232882672	0.00414036537937
a	0.00233392906786	0.0197005553387	0.0263569457164	0.181384599791	0.479442000749	0.286164956089	0.00461703839312
p	0.00231577496929	0.0140732381129	0.0130378179055	0.081808317597	0.360232383583	0.52627705203	0.00225541574437
ò	0.00253861758976	0.0121730929543	0.00634253523517	0.0421531969323	0.221873198528	0.702874497343	0.0120448636615
t	0.00119812083992	0.0044993244681	0.00363755347839	0.0201473783774	0.143106003509	0.808785112448	0.0186265092205
t	0.00080721325664	0.00301786135603	0.00308045085946	0.0173195301258	0.146990897836	0.818897504149	0.0098865605735
u	0.000608364778213	0.00229090429534	0.00204256843315	0.0111388097186	0.0961559192787	0.827139301383	0.0606241630245
</S>	0.000323793878107	0.00122008696267	0.00114024008658	0.0056119993743	0.0523005696394	0.823582900691	0.115820436512
