 	voglio	che	Maria	viene	domani	</S>
t	0.97315625	0.0257709905	0.00058171804	2.23843829e-05	0.000467572604	1.093614353e-06
è	0.96962395	0.0262988698333	0.00102731124667	0.000335165590967	0.002261303568	0.000453460553684
l	0.914377563333	0.0460907472778	0.00135348934889	0.000970277796989	0.0365349271893	0.000673105434561
o	0.621548591111	0.275878239093	0.040211894283	0.00187554806566	0.0600772857298	0.000408545294854
e	0.258976425454	0.465592589698	0.197994711428	0.00439526482189	0.0727302135766	0.000310879264951
M	0.090602310568	0.625126029899	0.213128929809	0.00433666564063	0.0666378346922	0.000168289803317
a	0.0345372208427	0.547710289966	0.37771728927	0.00605608224688	0.0338330213974	0.000146134536106
r	0.0239923172676	0.509241376655	0.435809753423	0.00690750508229	0.0238989851325	0.000150073542702
ì	0.0351326524225	0.482671333552	0.211919694808	0.0201909520274	0.245856051711	0.00422930525823
a	0.0266735027508	0.169363649184	0.221388638269	0.191935477342	0.383948593904	0.00669013681941
n	0.0248484695269	0.115974523061	0.253667792756	0.274330732447	0.326947981301	0.00423049877314
a	0.0241637840376	0.0919431118537	0.354943357585	0.246771627482	0.2796261271	0.00255197265771
r	0.125427105541	0.221709964785	0.303869084862	0.199777133494	0.147600869033	0.00161582055257
t	0.189867458514	0.523556221595	0.125911735287	0.0730287006647	0.086537653011	0.00109819906419
i	0.0940780044047	0.438013472698	0.129089029762	0.236976395388	0.0828477010037	0.0189953638681
à	0.0315053390382	0.151024910399	0.138008959921	0.321287406463	0.325078653668	0.033094702956
v	0.0106816149494	0.0511346908997	0.0728656453237	0.139604445388	0.706073851223	0.0196397249853
v	0.0853872209165	0.102211423733	0.0300199837912	0.0540192770293	0.719380890408	0.00898120782843
r	0.167111753639	0.356484924578	0.0347948972637	0.0372512273431	0.399071106136	0.00528609694281
i	0.112836485613	0.357102323726	0.0335945140879	0.0465272741144	0.140015447245	0.309923966148
</S>	0.0566828744065	0.179459650163	0.0209120505439	0.0549114420572	0.0712483874225	0.616785633074
