 	da	da	un	famoso	poeta	</S>
p	0.910725865	0.08611194	0.00147471221	0.001106986573	0.0005796830465	8.056731875e-07
u	0.739565821667	0.248874286667	0.00433506923667	0.00220832082433	0.00110615984883	0.00391038001373
s	0.442398407222	0.540498995556	0.00805765041222	0.00259097880811	0.00123995168294	0.00521407823641
s	0.287385575741	0.701578231852	0.00675347690407	0.00174834896937	0.000794844194313	0.0017395979717
è	0.218091671914	0.647924043951	0.097697087068	0.0165644936231	0.0018916471981	0.0178311176516
n	0.100464080305	0.572217167984	0.265325529023	0.0337992758744	0.00489030939937	0.0233036850572
a	0.0404184343683	0.377623800995	0.491483423008	0.0748338052915	0.00541993413312	0.0102206379924
f	0.0472983127228	0.232470308665	0.544115514336	0.155795805097	0.0145518063777	0.0057682174968
a	0.0494426833409	0.174450753555	0.458406258112	0.292125448366	0.0212773791259	0.0042974175316
m	0.0366356658803	0.135441558518	0.391087032704	0.407212472789	0.025819494042	0.0038037236992
ò	0.0323541749268	0.121033140339	0.240717414235	0.575326714263	0.026330561514	0.00423797142173
s	0.0115791511089	0.044954627613	0.172768831412	0.745275091421	0.0202061626713	0.00521617027391
o	0.00435718018963	0.0178245301643	0.120667283137	0.786486370474	0.0571378415571	0.0135268382246
p	0.0164937077165	0.0285283110148	0.0521202760457	0.779187776825	0.108159063852	0.0155108825349
o	0.0205208050405	0.0320440258216	0.0254966775486	0.525274368942	0.381708171284	0.0149559396383
è	0.00690109738183	0.0113097063239	0.0441498937162	0.275795299647	0.603711780428	0.0581322088794
t	0.00249423208728	0.0047663498413	0.0520687244054	0.203197677882	0.673747793476	0.0637252024265
a	0.000992753952427	0.00201493921377	0.0201719675551	0.102518877961	0.661499077825	0.212802376942
</S>	0.000522122271213	0.00105266525688	0.0103218051576	0.0526400499805	0.543108458912	0.392354918471
