 	io	non	ho	niente	da	mangiare	</S>
e	0.97238457	0.0266921162	0.000447805005	0.00015555615	8.552477e-05	0.000134609125	9.98563206e-05
v	0.832412023333	0.0368765428667	0.00307686863833	0.12492289355	0.00184444290667	0.000760652001667	0.0001065656452
ò	0.533833977778	0.178992177622	0.0304535802128	0.18668131685	0.00720796196889	0.00483849706722	0.0579924608601
e	0.262423925593	0.498414832541	0.0562150100709	0.0908184782833	0.0079612946563	0.00575238212241	0.0784140773867
n	0.127985414864	0.515554297514	0.067912167357	0.254175203094	0.0042537804521	0.00283443307414	0.0272847377289
è	0.0828282959547	0.256950375838	0.174961244452	0.423130391031	0.0063238810507	0.00379531382471	0.0520104940763
c	0.0755076629849	0.204172241946	0.194505286817	0.455431330344	0.00633028073357	0.0035253903149	0.0605277923921
h	0.102300864328	0.156842340315	0.0844522642723	0.629664843448	0.00349510406119	0.00259119494497	0.020653379064
o	0.068592410206	0.0637772864383	0.190527208091	0.653941854483	0.0125530804537	0.00282976141499	0.007778384388
t	0.026855738832	0.0420846821461	0.249160062697	0.623807524828	0.0494092171512	0.005378602905	0.00330417971167
ì	0.0130541670573	0.0275782987154	0.114890052466	0.768173694943	0.0659144710504	0.00649940180167	0.00388989635289
p	0.00722341913243	0.0172262632385	0.075784135722	0.816552351648	0.0676548590168	0.00940628643389	0.00615262935096
o	0.00511760889414	0.0135247327995	0.064782057574	0.528103190549	0.328533689672	0.049745319478	0.010193393017
t	0.00273157664805	0.00845110231983	0.030484749858	0.221341142183	0.639352849891	0.0881302931593	0.00950832791233
i	0.00193630328135	0.00666011645994	0.0152657811193	0.112278173661	0.583866969964	0.273966704386	0.00602600887744
n	0.00208075055912	0.00467985697331	0.00759350253977	0.0486123921537	0.522517323321	0.409609468129	0.00490675851915
a	0.00212399334937	0.0039112666811	0.00449389617992	0.0267313392946	0.40601272644	0.552142056043	0.00458475973305
f	0.00388428787946	0.0033682147837	0.00304320339331	0.0413171650082	0.327434880813	0.616262518681	0.00468975673102
à	0.00450845095649	0.0036565286279	0.00469099429777	0.0502046296694	0.308049870271	0.51439661956	0.114492933397
o	0.00154315977133	0.00172888658497	0.00387796538759	0.0209026298898	0.135030353424	0.667990019853	0.168927004466
</S>	0.000772350319415	0.000867892305985	0.00197848687629	0.0105574179449	0.076522186712	0.797644559927	0.111657102233
