 	sta	seduta	nel	giardino	</S>
s	0.94730175	0.0151002555	0.0321561824	0.00534143741	0.000100344790505
t	0.920188783333	0.0258857688333	0.0442685788	0.00954485013667	0.000111957028835
è	0.836497861111	0.0695981269444	0.0441136709333	0.00923787171222	0.0405524468883
i	0.52116140137	0.344787218981	0.0624631316444	0.00804522090407	0.0635430439628
k	0.22854235479	0.59257413966	0.107944927215	0.0401715693014	0.0307669816243
a	0.119018188763	0.668006979887	0.141161569072	0.0571383114338	0.0146749050114
s	0.078976763421	0.641178686629	0.225716483024	0.0448414414779	0.00928657200213
i	0.0642176902737	0.573071388876	0.305442607675	0.048975180826	0.00829308749904
m	0.0293973392246	0.648498596292	0.268653089225	0.045489473942	0.00796150183301
m	0.0259634070749	0.727490185431	0.215117533075	0.028733565814	0.002695292033
è	0.017922564425	0.73802208181	0.224551961025	0.0165852777713	0.00291805109967
n	0.0104218545417	0.51128112727	0.455500817008	0.0135475099238	0.00924863569989
i	0.00703502219523	0.205987408757	0.600434802336	0.166671024975	0.0198717239
s	0.00503049774641	0.0732983363523	0.626208004112	0.278284274992	0.0171788977653
t	0.0158113139155	0.0407865925508	0.712319671371	0.225273451664	0.0058089680171
o	0.0167533076615	0.0289534375169	0.50058933579	0.432906223888	0.020797684969
n	0.0119177435768	0.0125775973723	0.358346910597	0.591323541296	0.025834184003
g	0.0210929268589	0.0292681406574	0.451900603532	0.488978800432	0.00875954327767
h	0.0212292496196	0.129588623552	0.474409334511	0.371782580144	0.00299026944256
i	0.0106433821399	0.172211167851	0.381725211504	0.427407820048	0.00801245356752
a	0.0037265583183	0.0930652847837	0.196346779168	0.688341093349	0.0185202885225
r	0.0013526694111	0.0351905134279	0.0910306417227	0.856777417783	0.0156487541742
d	0.000626924977033	0.0146594928093	0.0647953959076	0.913287105928	0.0066310548914
ì	0.000576210412344	0.0893007696031	0.149889057303	0.702612201976	0.0576217321305
n	0.00635313935078	0.123311977534	0.182536455768	0.435747277325	0.252051154043
o	0.00840804548359	0.053250803078	0.080388942256	0.343936859108	0.514015351348
</S>	0.0048233852918	0.028526895889	0.043635026628	0.288348814554	0.634665875674
