 	vuole	pianto	</S>
e	0.9929661	0.00223013905	0.0048037865937
t	0.980411466667	0.0147593236833	0.00482924555457
è	0.974896455556	0.0189841888944	0.00611937454152
l	0.973334785185	0.0181783639648	0.00848686631384
i	0.666699908395	0.302121751322	0.0311783962379
k	0.253992861465	0.709144600441	0.0368626141526
l	0.102727285822	0.884891750147	0.0123810288489
a	0.0425495065407	0.935235736716	0.0222147950076
m	0.0152848807802	0.959214488905	0.0255006666092
m	0.0143945959267	0.977068539635	0.0085369184264
è	0.0138754621756	0.966027179878	0.0200973707588
n	0.0881650359252	0.801475159959	0.110359780253
o	0.112530582908	0.438646773986	0.448822616751
</S>	0.056459997854	0.230716937993	0.712823033376
