 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.8199772	0.148995995	0.00628794278	0.003183717203	0.0023976290325	0.019157533628
s	0.530016228333	0.417564511667	0.01894419126	0.009762750501	0.0044594374775	0.019252902096
o	0.239276211111	0.707568383889	0.03032637942	0.011250933267	0.0046138197925	0.006964309752
s	0.119083656037	0.70902729463	0.14613879814	0.0148094928557	0.00816402843083	0.00277673765667
e	0.058050507679	0.596523064877	0.296266986047	0.0327055762852	0.0134418778103	0.00301197362489
è	0.0327604492263	0.385284450626	0.521998575349	0.0422315687617	0.0102849305368	0.00743997637496
m	0.0156996895421	0.154264290209	0.76701655845	0.0499488462539	0.00620515527893	0.00686537478499
b	0.0087927339807	0.087770044403	0.836558119483	0.0576699660846	0.00688798425964	0.002321071572
i	0.0045760405069	0.0521593843677	0.571252225161	0.334687572695	0.0359636524199	0.00136110760767
à	0.0016648018423	0.0182271612226	0.198602855054	0.720665457565	0.0582764824733	0.00256327746922
t	0.000997010307433	0.0070496211742	0.0755813188513	0.844419735855	0.0685475954911	0.00340472192307
t	0.00154177833581	0.0058999572914	0.0369505531171	0.779794241952	0.173579803164	0.00223365117436
i	0.0013595742036	0.0047282098438	0.0189514149697	0.489097711984	0.473073834388	0.0127892509915
f	0.00545846079287	0.0090966106946	0.0109339612539	0.212581486995	0.745658268129	0.0162711898972
i	0.00681315088862	0.0105378761315	0.00825804014463	0.101946846665	0.858429769376	0.0140142981991
n	0.00416338638721	0.0058766231105	0.00362980787488	0.046416771555	0.926644046459	0.013269355733
è	0.00328645901007	0.00434364354017	0.00281286105829	0.0352017955183	0.934367782153	0.0199874502443
s	0.00122562943436	0.00166060378339	0.0021402855861	0.0284053008394	0.937974094051	0.0285940977481
t	0.00092507312812	0.0018584194278	0.00338392609537	0.0280006109465	0.949787998017	0.0160440023394
r	0.00417751367604	0.0101008920426	0.00614475869846	0.0385810603155	0.935485732672	0.00551008433647
a	0.00487414202401	0.0117415798109	0.00487206087215	0.0284948496918	0.654257744224	0.295759656245
</S>	0.00245084071001	0.00588769510045	0.00244094139507	0.0144125992259	0.386132172112	0.588675778123
