 	vuole	vuole	mangiato	caldo	</S>
t	0.87504708	0.114466763	0.00519774048	0.005242955352	4.554981663e-05
è	0.852081813333	0.131007489	0.00671839366	0.00570996671733	0.00448239278221
l	0.736111097778	0.243978811	0.01056463972	0.00333702990578	0.0060084433774
i	0.462167245926	0.513404337	0.01561541324	0.00519883236859	0.00361419490913
t	0.228805324642	0.737946012333	0.0194199364133	0.0110767967895	0.00275194406838
è	0.111693522214	0.850296170778	0.0207305401378	0.0108411966632	0.00643858412146
l	0.0666469944047	0.886417456926	0.0329748057126	0.00587606852107	0.00808470720715
i	0.0287103525416	0.629631213975	0.297105914238	0.037153510407	0.00739904656905
f	0.0135811629205	0.252756777992	0.527112204746	0.199757675136	0.00679220019968
a	0.0084791144235	0.0999350035307	0.607477948249	0.277289085045	0.00681884707656
m	0.0049853997245	0.0419086570436	0.63829086275	0.308018235015	0.00679684263552
è	0.00395088124817	0.0276002110145	0.610422387583	0.340795325005	0.0172311801552
n	0.0110371329561	0.0317259370048	0.620774629194	0.306432198335	0.0300300687184
o	0.0132467728904	0.0256300299199	0.404680430398	0.521461052778	0.0349816829061
t	0.00465048876847	0.00873866900497	0.156273113133	0.802958124259	0.0273795698287
r	0.00906959315616	0.00872739544832	0.0903842980443	0.882566828086	0.00925186357957
e	0.0103134364484	0.00857658220544	0.0601923324481	0.887393976029	0.0335236546365
m	0.0037625018458	0.00309788695781	0.0253222302494	0.92622469201	0.0415926529098
m	0.00254969151527	0.0071988821526	0.0701562477498	0.906015397337	0.0140797939909
ò	0.00188650002176	0.00913852181753	0.123379185917	0.744518645779	0.12107720832
</S>	0.00103931688588	0.00577183605877	0.124428487959	0.633947792889	0.23481262916
