 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.84665833	0.14157814	0.0031867556	0.003350166125	0.000239405265	0.00208167305	0.00079268023	0.0014053227	0.00011255033	0.000127318715	0.000258686675	5.82035485e-05	6.9368515e-05	7.94844465e-05	1.95545025e-06
à	0.90213613	0.0870287673333	0.00135490758	0.00333673644167	0.000185838021667	0.00223875020333	0.000775606296667	0.00140203136667	6.633842e-05	0.000168963631667	0.000389793105	6.64533518333e-05	0.000143217668333	9.57078631667e-05	0.000610749921517
t	0.951828263333	0.0373781917778	0.00083183925	0.00264089371389	0.000258427970556	0.00252471358778	0.000868571618889	0.00111168092222	6.32371e-05	0.000289329290556	0.000695881768333	0.000102382963944	0.000253967772778	0.000183744017722	0.000968798140506
t	0.808217641111	0.0945179825926	0.00131650789333	0.026118372738	0.000576732803519	0.0316767681959	0.0097820249063	0.0173424025407	7.06054183333e-05	0.000571626203519	0.00729905648944	0.000284816047981	0.00133080619759	0.000404975929241	0.000489594535502
e	0.486286437037	0.376623234198	0.00435657259778	0.0434961655793	0.000663966594506	0.041249007732	0.0123617549554	0.0225171091469	7.63477344444e-05	0.000568834636506	0.00920825005648	0.00031441865066	0.00161176944586	0.000401798826414	0.000264278093834
o	0.209989659146	0.718507094733	0.0114238885326	0.0271615085264	0.000510697758169	0.0153206273907	0.0043187311218	0.00795772849563	9.15882381481e-05	0.000352700267502	0.00322287683549	0.000134858994887	0.000590417201953	0.000180810552138	0.000236790284611
G	0.0800604548487	0.815960181578	0.0190622138442	0.0366389828421	0.00135919168606	0.0164198042769	0.0100959525239	0.0124153349785	0.000307365146049	0.000683752642501	0.0044051938685	0.000585813921629	0.00135068410732	0.000515008577379	0.000140059259304
i	0.0503726699496	0.825143360526	0.0231713912814	0.0469821759474	0.00158315416202	0.0179680844256	0.012081181248	0.0138884445928	0.00034699409835	0.0006706019025	0.00478833658617	0.000722004064543	0.00159946041377	0.00061577332246	6.6387690868e-05
o	0.0311159095965	0.839409813509	0.0591854344271	0.0488326703158	0.00111265528734	0.00781455870853	0.00420255736267	0.00502849268427	0.00016137916245	0.000337256855833	0.00168717116872	0.000253820380181	0.000562393015923	0.00023395132282	6.19779422893e-05
v	0.0129844183788	0.712732747836	0.0724226874757	0.163227620105	0.00155087629578	0.0212904214695	0.00521371132756	0.00697240844809	0.000218653367483	0.000514644038611	0.00160283353291	0.00034941351806	0.000490239838641	0.000349958626273	7.93843527631e-05
