 	ha	che	sono	usciti	</S>
è	0.47600381	0.26006993	0.055292738	0.15718922	0.051444314375
n	0.339200223333	0.261493706667	0.088102648	0.257968143333	0.0532353325917
a	0.172342889778	0.459592565556	0.086689154	0.261532452444	0.0198429673639
g	0.117009748593	0.699912921852	0.0688743026667	0.107470218148	0.00673282223323
u	0.0957320561977	0.697289173951	0.149485260889	0.054166448716	0.00332709355634
ì	0.0830596140659	0.473076275984	0.23882213363	0.184007299572	0.0210347122521
k	0.075509481022	0.246445219995	0.26808970121	0.383808409857	0.026147216084
a	0.0404934050073	0.384000416665	0.251951690403	0.312591658619	0.010962830028
n	0.0400904720024	0.486676648888	0.329285396801	0.138277494206	0.005669987026
e	0.0385567450008	0.439317072963	0.315402692267	0.0786459997353	0.128077494025
</S>	0.0279682340004	0.464870706481	0.195501936134	0.0584294383676	0.253229687012
