 	lo	posso	finire	di	scrivere	</S>
o	0.921376625	0.068030897	0.0013183385	0.005506226945	0.000525352178	0.00324268770369
s	0.727231988333	0.247227263667	0.0105727023333	0.006551566415	0.00516355315933	0.0032529556279
ò	0.397124654444	0.568744444556	0.0150958905444	0.00567032723833	0.00680890128644	0.0065557482693
z	0.184100811481	0.783921728185	0.0158133492815	0.00557705707944	0.00279234407548	0.0077946498731
o	0.0920707471603	0.614835349395	0.27151749476	0.0135984080265	0.00334585343849	0.0046320669077
s	0.0626041807201	0.361156476465	0.542189031587	0.0189293433422	0.0116787801462	0.0034421515819
p	0.118466893573	0.264985912155	0.568349967196	0.0194388784474	0.0275962460487	0.00116211636763
i	0.116117562858	0.130631290385	0.702755692399	0.0235147108158	0.0263798546829	0.000600945983543
c	0.043482787286	0.048046008995	0.876885144133	0.0171931866053	0.013979263561	0.000413697150614
c	0.0220857054287	0.0272012661983	0.933818948044	0.00850487546843	0.00824934189367	0.000139898133108
è	0.0110659896696	0.0224476970661	0.957032102681	0.00626654362281	0.00302941824789	0.000158229614506
t	0.0045588301832	0.0360241366887	0.940630344227	0.0153413380743	0.0030076447593	0.000437675314835
s	0.0057098564944	0.0441205615629	0.833900918076	0.0423085060248	0.0730745130198	0.000885606071612
i	0.00538696214213	0.021949902001	0.521018711359	0.312064112008	0.13568415234	0.0038961370572
à	0.00184826962471	0.00744809333367	0.203612063453	0.680328420669	0.09601940978	0.0107437476857
t	0.00123592714157	0.00438844253122	0.131408168818	0.768882790223	0.08040499426	0.0136796755619
s	0.00224898008052	0.0204306084104	0.114846396273	0.542201333408	0.31167027142	0.00860236573397
e	0.00200985054851	0.0239858629505	0.0586897196243	0.276170631136	0.621155043807	0.017988819458
g	0.00372441267117	0.0094384716305	0.0225417309081	0.153376161045	0.790045624602	0.0208735477647
r	0.00628084299039	0.0083794440435	0.0206961498027	0.0914880843483	0.866175364867	0.00698011439223
à	0.00411136326213	0.0070195605145	0.0480478226009	0.230165724783	0.671221198289	0.0394343643227
t	0.00181891755271	0.00778835433817	0.0529090865336	0.277010596594	0.58907952943	0.0713935381076
s	0.0025199801509	0.0438086627794	0.0292733401779	0.134120875198	0.744761763143	0.0455153945692
i	0.00236811885697	0.0509175463831	0.015374160526	0.0623509967327	0.731414287714	0.13757492339
</S>	0.00123646513848	0.0256410563765	0.007816757463	0.0352707238663	0.678489793857	0.251545241695
