 	lo	sentii	che	arrivò	</S>
t	0.9560441	0.001737835995	0.023124545265	0.01897286515	0.00012066715086
o	0.876166913333	0.034663771665	0.0569177194217	0.0280161873833	0.00423539021362
n	0.817917417778	0.0532987972217	0.0924316981406	0.0308038554611	0.00554825424454
ì	0.600494672593	0.120801552407	0.143078736047	0.037512837487	0.0981122419215
k	0.556941707531	0.150163313469	0.131355415349	0.029280358729	0.132259197974
u	0.487990231077	0.31330015049	0.135029691783	0.0149602818097	0.0487196153247
s	0.182012455592	0.371330521163	0.384382517261	0.0447024649366	0.0175720320929
a	0.0793912150173	0.157399738054	0.61651497242	0.140336574979	0.0063575031823
k	0.0441802164924	0.0705500673513	0.61209386414	0.270546298326	0.00262955217743
a	0.0323336120141	0.0300897631171	0.43778476138	0.496946309442	0.00284554234248
ì	0.0127445085214	0.0366708303724	0.217133261127	0.697577503147	0.0358738921142
r	0.00686204184047	0.0418348301241	0.119868141042	0.783456001049	0.0479789767047
t	0.00725305394682	0.0236264570414	0.0822687836807	0.867612733683	0.0192389673882
e	0.00677201075561	0.0151248173471	0.0429396992269	0.783172977894	0.151990504949
</S>	0.0035385735378	0.0125916706735	0.0304507066135	0.659364238947	0.294054822474
