 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.9560996	0.0128282795	0.026195172	0.0019117255	0.00198980465	6.5716935e-05	0.00011054242	0.000799117003785
n	0.650825311	0.0114678988333	0.204473438667	0.1290449909	0.00214597518333	0.00111136757	0.000124239075667	0.000806741427262
è	0.231167680333	0.0436867392778	0.351995666222	0.207945396967	0.0262154658278	0.00423672265667	0.00391585235089	0.130836473168
r	0.104213355778	0.0587979727593	0.434429062074	0.180877538989	0.0348126932759	0.00469809838556	0.0057397082503	0.176431585723
t	0.0618996985927	0.0271917161864	0.503859354025	0.32368241633	0.0149387027586	0.00415543629519	0.00302229281677	0.0612503993077
i	0.0323693218642	0.0943965263288	0.477852071342	0.358544588777	0.0104889972529	0.00360147236506	0.00161871209559	0.0211283397026
s	0.0180714386214	0.125049007776	0.408764380447	0.429151129592	0.0085716450843	0.00216054172169	0.000656000355197	0.00757592394907
t	0.00835755774047	0.051680756592	0.275746013482	0.653320809864	0.00553194316143	0.00254233800723	0.000291739808399	0.00252890003449
e	0.00811324578016	0.068833963864	0.302524314494	0.605792926621	0.0107782875205	0.00219556556908	0.000518432359466	0.00124328348143
s	0.00791791702672	0.074654869888	0.273210561498	0.626848922207	0.0137998004068	0.00218299812303	0.000570666493155	0.000814262788377
e	0.0141465581089	0.091988811896	0.197379277166	0.613368664069	0.0776176130356	0.00352661407434	0.000754070671052	0.00121838682403
t	0.0182363803696	0.0970431633653	0.156012509055	0.610457321356	0.107571157679	0.00849699092478	0.000823007575017	0.00135947250634
t	0.0109798412232	0.0342378757551	0.083279627685	0.808652073785	0.0525982615597	0.00946631590826	0.000321171624339	0.00046482457578
à	0.0162132018411	0.0177892031517	0.053925608895	0.608121097928	0.126220772853	0.0382516942361	0.00983816892278	0.129640247567
e	0.015823107973	0.0113094806172	0.0256069168317	0.240762642643	0.423204224284	0.091834491412	0.0155891431409	0.175869973856
v	0.00603643295033	0.0042929309624	0.0115568678106	0.112667687548	0.469402748095	0.325811730471	0.0082903164803	0.0619412468387
ò	0.00748093825011	0.00391309617747	0.0079690531702	0.0702472721827	0.229947249365	0.585806206824	0.0206010354268	0.0740351598329
s	0.0100965095834	0.00421137635916	0.00562766309007	0.0332112890609	0.109971872122	0.715858208941	0.0331661888089	0.0878569232776
t	0.0102404023611	0.00275283591972	0.0109097144967	0.034253801687	0.059086900374	0.81366072298	0.0285526679363	0.0405429835592
e	0.00742404345703	0.00171642063991	0.0110878454489	0.028641299379	0.0325970259247	0.60437056766	0.285778445979	0.0283843803197
m	0.00250971431901	0.00080422615997	0.00406928293297	0.0188904782763	0.0199865364416	0.56621654922	0.364510343993	0.0230128697966
a	0.000855735311337	0.000460673802657	0.00166754393766	0.0156130654528	0.0156385112305	0.513967427073	0.427681373331	0.0241156696222
r	0.000652228745446	0.000346714703552	0.00514303010589	0.0225706915116	0.0158409101602	0.476283586358	0.45459209511	0.0245707423574
è	0.00109521094848	0.000991030301184	0.00636760627863	0.0251129867039	0.0183111720534	0.513055868786	0.377610689037	0.0574554232691
o	0.000880092927693	0.00102407441506	0.00220538506304	0.0086173846853	0.0087198852178	0.238013510595	0.650924106346	0.089615554423
</S>	0.000443108731147	0.00051506127953	0.00110996012177	0.00432217671865	0.0045599664089	0.127297376798	0.785007068173	0.0767452722115
