 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.59668499	0.02064809925	0.00123492597	0.37178897105	0.006194856985	0.002157969545	0.0003085466925	0.000981616812437
à	0.297817568333	0.0375982245833	0.00528205555667	0.63578939035	0.0120735893283	0.00439094618167	0.0007145158975	0.00633373640415
b	0.138636122778	0.345995821528	0.0121142778522	0.476557363407	0.0116297154428	0.00497057369389	0.00262460316583	0.00747156626572
b	0.070683499926	0.725338240509	0.0133791396174	0.161792901759	0.00848459548093	0.00560546119796	0.0122141233886	0.00250205173791
e	0.0375457683087	0.865161846836	0.0119242798725	0.059465136753	0.00615871432698	0.00514200323265	0.0135701606629	0.0010320886843
t	0.0272429017696	0.913658682279	0.0173617116242	0.0262265874177	0.00318760527566	0.00338524641088	0.00839419408763	0.000543088875433
o	0.0193687611899	0.673206927426	0.0293885532081	0.265706882139	0.00285397922522	0.00252334647029	0.00659972499921	0.000351825719144
u	0.00986427379663	0.301640883809	0.170153814403	0.491420294046	0.0192015862084	0.00456447715676	0.00255498326974	0.000599673939715
k	0.0142231597322	0.178657945936	0.378526964801	0.319763662015	0.0346330454028	0.0176167717189	0.0559116983899	0.000666752213238
o	0.0142871708574	0.124103887045	0.544648888267	0.192840081338	0.0298662244676	0.019729446173	0.07389127453	0.000633013714413
r	0.0220974168991	0.105944080748	0.528089479422	0.150221274779	0.0619711174892	0.0416819076577	0.0885839865767	0.00141074998147
a	0.024520015933	0.0985095348327	0.560862376474	0.0826858159263	0.0869225391631	0.0502479790192	0.0943372474589	0.00191452362716
s	0.0243798162777	0.0716975861942	0.515129878825	0.0719715253088	0.176792323054	0.0529763594731	0.085186817753	0.00186571664239
ì	0.0254240296592	0.0661777987314	0.276877056275	0.12373466177	0.348990227685	0.0669329408244	0.0842728049177	0.0075904886808
u	0.00964576177307	0.0257070413205	0.216442795425	0.125164325423	0.526686009228	0.0527918346081	0.0332177129726	0.0103445077603
è	0.00330009952102	0.0088167538835	0.160317301808	0.0637779223077	0.641484816409	0.0915724148694	0.0189646943242	0.0117659891201
n	0.00227757958367	0.00686571332783	0.0843833616027	0.0419184164692	0.657796228803	0.149241511623	0.0451503591081	0.01236683484
a	0.00188140960889	0.00604835267828	0.0387798030676	0.0155309965231	0.504094179601	0.369564637208	0.0561015163694	0.00799912688
n	0.00293306715063	0.00454070079509	0.0145920486559	0.00666633974103	0.245283680867	0.605225245736	0.11582826879	0.00493065905667
e	0.00327916014888	0.00403437643736	0.00577995765197	0.00360293388034	0.113578057956	0.684643591912	0.182264499597	0.00281741574889
à	0.00110186930963	0.00137027391245	0.0158373745507	0.00911163802678	0.083645952652	0.647601660637	0.226191453199	0.015139783683
s	0.000854993197877	0.00305046756515	0.0189024554169	0.0101433772356	0.0644928295507	0.472684600212	0.410200167733	0.0196711378943
p	0.00129248086596	0.00865041852172	0.00677347231897	0.0035126510052	0.0287554607836	0.322633576737	0.620166555911	0.0082153963581
r	0.00716455348865	0.0194928185072	0.00436656938632	0.0017878778684	0.0172187565279	0.336277785579	0.610738285304	0.00295334446603
o	0.00860587160122	0.0180748658291	0.00465307672877	0.0012848674728	0.0131482575093	0.29881909186	0.490124918435	0.165289049442
</S>	0.00431718345811	0.00907866990455	0.00408659076438	0.0008502197614	0.00876788575465	0.18643597593	0.457468394217	0.328995074721
